Player,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
Dani Carvajal\Dani-Carvajal,DF,Real Madrid,es La Liga,28,13,11,950,10.6,0,2,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,0.8,1.4,0.05,0.08,0.13,0.05,0.13
Fabio Carvalho\Fabio-Carvalho,MFFW,Fulham,eng Premier League,17,4,3,255,2.8,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.1,1.1,0.4,1.5,0.40,0.13,0.53,0.40,0.53
William Carvalho\William-Carvalho,MF,Betis,es La Liga,28,27,12,1223,13.6,2,0,2,0,0,6,1,0.15,0.00,0.15,0.15,0.15,1.3,1.3,0.5,1.7,0.09,0.03,0.13,0.09,0.13
Casemiro\Casemiro,MF,Real Madrid,es La Liga,28,34,32,2901,32.2,6,4,6,0,0,11,1,0.19,0.12,0.31,0.19,0.31,4.6,4.6,3.6,8.2,0.14,0.11,0.25,0.14,0.25
Matty Cash\Matty-Cash,DF,Aston Villa,eng Premier League,22,28,28,2372,26.4,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,2.2,2.5,0.01,0.08,0.10,0.01,0.10
Kiko Casilla\Kiko-Casilla,GK,Leeds United,eng Premier League,33,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Giuseppe Caso\Giuseppe-Caso,MF,Genoa,it Serie A,21,2,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Moreto Cassamã\Moreto-Cassama,MF,Reims,fr Ligue 1,22,29,26,2031,22.6,1,1,1,0,0,8,3,0.04,0.04,0.09,0.04,0.09,0.3,0.3,0.8,1.1,0.01,0.04,0.05,0.01,0.05
Francesco Cassata\Francesco-Cassata,DF,Genoa,it Serie A,23,7,2,204,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.02,0.03,0.05,0.02,0.05
Timothy Castagne\Timothy-Castagne,DF,Leicester City,eng Premier League,24,27,27,2345,26.1,2,3,2,0,0,1,0,0.08,0.12,0.19,0.08,0.19,1.3,1.3,2.0,3.3,0.05,0.08,0.13,0.05,0.13
Koen Casteels\Koen-Casteels,GK,Wolfsburg,de Bundesliga,28,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jean-Charles Castelletto\Jean-Charles-Castelletto,DF,Nantes,fr Ligue 1,25,24,22,1947,21.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.1,1.7,0.08,0.00,0.08,0.08,0.08
Samu Castillejo\Samu-Castillejo,FW,Milan,it Serie A,25,28,12,1181,13.1,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,2.0,2.0,0.7,2.7,0.15,0.05,0.21,0.15,0.21
Gonzalo Castro\Gonzalo-Castro,MFFW,Stuttgart,de Bundesliga,33,26,23,1729,19.2,4,2,4,0,0,9,0,0.21,0.10,0.31,0.21,0.31,3.3,3.3,3.0,6.4,0.17,0.16,0.33,0.17,0.33
Jonny Castro\Jonny-Castro,DF,Wolves,eng Premier League,26,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04
Gaetano Castrovilli\Gaetano-Castrovilli,MF,Fiorentina,it Serie A,23,34,29,2332,25.9,5,3,5,0,0,8,1,0.19,0.12,0.31,0.19,0.31,3.5,3.5,2.5,6.0,0.14,0.10,0.23,0.14,0.23
Danilo Cataldi\Danilo-Cataldi,MF,Lazio,it Serie A,25,19,4,568,6.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.07,0.03,0.10,0.07,0.10
Ivan Cavaleiro\Ivan-Cavaleiro,FWMF,Fulham,eng Premier League,26,36,27,2472,27.5,3,0,2,1,2,2,0,0.11,0.00,0.11,0.07,0.07,6.2,4.7,3.4,8.0,0.23,0.12,0.35,0.17,0.29
Edinson Cavani\Edinson-Cavani,FW,Manchester Utd,eng Premier League,33,26,13,1375,15.3,10,3,10,0,0,4,0,0.65,0.20,0.85,0.65,0.85,7.4,7.4,2.7,10.1,0.48,0.17,0.66,0.48,0.66
Dani Ceballos\Dani-Ceballos,MF,Arsenal,eng Premier League,23,25,17,1615,17.9,0,3,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,2.9,3.6,0.04,0.16,0.20,0.04,0.20
Federico Ceccherini\Federico-Ceccherini,DF,Hellas Verona,it Serie A,28,25,23,1738,19.3,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.2,0.05,0.01,0.06,0.05,0.06
Federico Ceccherini\Federico-Ceccherini,DF,Fiorentina,it Serie A,28,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Zeki Çelik\Zeki-Celik,DF,Lille,fr Ligue 1,23,29,28,2381,26.5,3,2,3,0,0,8,0,0.11,0.08,0.19,0.11,0.19,0.8,0.8,2.6,3.5,0.03,0.10,0.13,0.03,0.13
Bersant Celina\Bersant-Celina,MFFW,Dijon,fr Ligue 1,23,32,25,2298,25.5,0,5,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20,1.5,1.5,4.5,5.9,0.06,0.17,0.23,0.06,0.23
Fabien Centonze\Fabien-Centonze,DF,Metz,fr Ligue 1,24,36,36,3221,35.8,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,1.2,1.2,1.5,2.7,0.03,0.04,0.08,0.03,0.08
Luca Ceppitelli\Luca-Ceppitelli,DF,Cagliari,it Serie A,30,19,16,1465,16.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.02,0.00,0.03,0.02,0.03
Alberto Cerri\Alberto-Cerri,FW,Cagliari,it Serie A,24,23,3,369,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,2.5,2.5,0.8,3.4,0.61,0.20,0.82,0.61,0.82
Sava Cestic\Sava-Cestic,DF,Köln,de Bundesliga,19,11,11,899,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Julian Chabot\Julian-Chabot,DF,Spezia,it Serie A,22,25,19,1655,18.4,1,1,1,0,0,11,1,0.05,0.05,0.11,0.05,0.11,0.6,0.6,0.2,0.8,0.03,0.01,0.05,0.03,0.05
Nassim Chadli\Nassim-Chadli,FWMF,Nîmes,fr Ligue 1,19,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Fouad Chafik\Fouad-Chafik,DF,Dijon,fr Ligue 1,33,23,18,1622,18.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.7,0.8,0.01,0.04,0.05,0.01,0.05
Mehdi Chahiri\Mehdi-Chahiri,FWMF,Strasbourg,fr Ligue 1,24,23,8,801,8.9,2,0,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.9,1.9,1.3,3.2,0.22,0.14,0.36,0.22,0.36
Sofian Chakla\Sofian-Chakla,DF,Villarreal,es La Liga,26,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.39,0.00,0.39,0.39,0.39
Sofian Chakla\Sofian-Chakla,DF,Getafe,es La Liga,26,11,9,897,10.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Aníbal Chalá\Anibal-Chala,DF,Dijon,fr Ligue 1,24,13,9,744,8.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02
Trevoh Chalobah\Trevoh-Chalobah,DFMF,Lorient,fr Ligue 1,21,29,24,2237,24.9,2,2,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.9,2.8,0.08,0.04,0.11,0.08,0.11
Calum Chambers\Calum-Chambers,DF,Arsenal,eng Premier League,25,10,8,753,8.4,0,2,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,1.1,1.7,0.07,0.14,0.21,0.07,0.21
Timothy Chandler\Timothy-Chandler,DF,Eint Frankfurt,de Bundesliga,30,15,3,432,4.8,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.9,0.9,0.3,1.2,0.18,0.07,0.25,0.18,0.25
Kwon Chang-hoon\Kwon-Chang-hoon,MFFW,Freiburg,de Bundesliga,26,12,1,216,2.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05
Gaëtan Charbonnier\Gaetan-Charbonnier,MFFW,Brest,fr Ligue 1,31,36,17,1570,17.4,6,1,5,1,1,4,0,0.34,0.06,0.40,0.29,0.34,5.7,5.0,3.1,8.0,0.33,0.18,0.51,0.29,0.46
Brendan Chardonnet\Brendan-Chardonnet,DF,Brest,fr Ligue 1,25,33,30,2716,30.2,3,1,3,0,0,3,1,0.10,0.03,0.13,0.10,0.13,2.4,2.4,1.0,3.4,0.08,0.03,0.11,0.08,0.11
Xavier Chavalerin\Xavier-Chavalerin,MF,Reims,fr Ligue 1,29,30,29,2547,28.3,0,3,0,0,0,8,0,0.00,0.11,0.11,0.00,0.11,1.2,1.2,2.4,3.6,0.04,0.09,0.13,0.04,0.13
Pape Cheikh Diop\Pape-Cheikh-Diop,MF,Dijon,fr Ligue 1,22,21,13,1089,12.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.03,0.06,0.09,0.03,0.09
Chema\Chema,DFMF,Getafe,es La Liga,28,10,7,557,6.2,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.02,0.03,0.01,0.03
Rayan Cherki\Rayan-Cherki,FWMF,Lyon,fr Ligue 1,16,27,5,698,7.8,1,3,1,0,0,1,1,0.13,0.39,0.52,0.13,0.52,1.0,1.0,2.1,3.1,0.13,0.28,0.40,0.13,0.40
Denis Cheryshev\Denis-Cheryshev,MF,Valencia,es La Liga,29,21,13,1101,12.2,0,3,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,1.5,1.5,2.4,3.9,0.12,0.20,0.32,0.12,0.32
Giorgio Chiellini\Giorgio-Chiellini,DF,Juventus,it Serie A,35,17,16,1386,15.4,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,0.0,0.6,0.04,0.00,0.04,0.04,0.04
Federico Chiesa\Federico-Chiesa,DF,Fiorentina,it Serie A,22,3,3,240,2.7,1,1,1,0,0,0,0,0.37,0.37,0.75,0.37,0.75,0.7,0.7,0.8,1.6,0.28,0.31,0.59,0.28,0.59
Federico Chiesa\Federico-Chiesa,MFDF,Juventus,it Serie A,22,30,28,2210,24.6,8,8,8,0,0,3,1,0.33,0.33,0.65,0.33,0.65,6.0,6.0,6.5,12.5,0.24,0.26,0.51,0.24,0.51
Ben Chilwell\Ben-Chilwell,DF,Chelsea,eng Premier League,23,27,27,2286,25.4,3,5,3,0,0,3,0,0.12,0.20,0.31,0.12,0.31,2.4,2.4,2.8,5.3,0.10,0.11,0.21,0.10,0.21
Vlad Chiricheș\Vlad-Chiriches,DF,Sassuolo,it Serie A,30,24,22,1837,20.4,2,1,2,0,0,6,0,0.10,0.05,0.15,0.10,0.15,1.1,1.1,0.7,1.8,0.05,0.03,0.09,0.05,0.09
Pedro Chirivella\Pedro-Chirivella,MF,Nantes,fr Ligue 1,23,32,26,2280,25.3,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.1,1.5,0.01,0.05,0.06,0.01,0.06
Tahith Chong\Tahith-Chong,FWMF,Werder Bremen,de Bundesliga,20,13,4,386,4.3,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.3,0.3,0.5,0.8,0.06,0.12,0.18,0.06,0.18
Joris Chotard\Joris-Chotard,MF,Montpellier,fr Ligue 1,18,29,11,1165,12.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.06,0.03,0.09,0.06,0.09
Hamza Choudhury\Hamza-Choudhury,MF,Leicester City,eng Premier League,22,10,4,316,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11
Mounir Chouiar\Mounir-Chouiar,FWMF,Dijon,fr Ligue 1,21,23,14,1288,14.3,0,2,0,0,1,5,0,0.00,0.14,0.14,0.00,0.14,2.0,1.2,2.0,3.2,0.14,0.14,0.28,0.09,0.23
Andreas Christensen\Andreas-Christensen,DF,Chelsea,eng Premier League,24,17,15,1371,15.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03
Carney Chukwuemeka\Carney-Chukwuemeka,FWMF,Aston Villa,eng Premier League,16,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.29,0.00,0.29,0.29,0.29
Samuel Chukwueze\Samuel-Chukwueze,MFFW,Villarreal,es La Liga,21,28,13,1365,15.2,4,2,4,0,0,0,0,0.26,0.13,0.40,0.26,0.40,3.5,3.5,2.6,6.1,0.23,0.17,0.41,0.23,0.41
Darko Churlinov\Darko-Churlinov,DFFW,Stuttgart,de Bundesliga,20,14,0,216,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.1,0.1,0.4,0.5,0.05,0.16,0.20,0.05,0.20
Víctor Chust\Victor-Chust,DF,Real Madrid,es La Liga,20,2,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Sébastien Cibois\Sebastien-Cibois,GK,Brest,fr Ligue 1,22,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Cifu\Cifu,DF,Elche,es La Liga,29,11,4,451,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
Alberto Cifuentes\Alberto-Cifuentes,GK,Cádiz,es La Liga,41,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
Luca Cigarini\Luca-Cigarini,MF,Crotone,it Serie A,34,14,13,929,10.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.2,1.8,0.06,0.12,0.18,0.06,0.18
Jasper Cillessen\Jasper-Cillessen,GK,Valencia,es La Liga,31,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Antonio Cioffi\Antonio-Cioffi,FW,Napoli,it Serie A,17,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.54,0.54,0.00,0.54
Tim Civeja\Tim-Civeja,MFDF,Augsburg,de Bundesliga,18,3,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ciaran Clark\Ciaran-Clark,DF,Newcastle Utd,eng Premier League,30,22,21,1891,21.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02
Alexis Claude-Maurice\Alexis-Claude-Maurice,MFFW,Nice,fr Ligue 1,22,30,21,1910,21.2,4,5,4,0,0,2,0,0.19,0.24,0.42,0.19,0.42,4.0,4.0,3.1,7.0,0.19,0.14,0.33,0.19,0.33
Jonathan Clauss\Jonathan-Clauss,DF,Lens,fr Ligue 1,27,33,30,2521,28.0,3,6,3,0,0,2,0,0.11,0.21,0.32,0.11,0.32,1.8,1.8,6.0,7.8,0.06,0.22,0.28,0.06,0.28
Carlos Clerc\Carlos-Clerc,DF,Levante,es La Liga,28,35,30,2781,30.9,0,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,3.3,3.7,0.01,0.11,0.12,0.01,0.12
Nathaniel Clyne\Nathaniel-Clyne,DF,Crystal Palace,eng Premier League,29,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04
Conor Coady\Conor-Coady,DF,Wolves,eng Premier League,27,37,37,3303,36.7,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.03,0.00,0.04,0.03,0.04
Marcus Coco\Marcus-Coco,MFFW,Nantes,fr Ligue 1,24,32,16,1474,16.4,0,2,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.9,0.9,1.4,2.3,0.06,0.09,0.14,0.06,0.14
Coke\Coke,DF,Levante,es La Liga,33,17,11,835,9.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.04,0.03,0.07,0.04,0.07
Séamus Coleman\Seamus-Coleman,DFMF,Everton,eng Premier League,31,25,18,1613,17.9,0,3,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,1.2,1.2,1.9,3.1,0.06,0.11,0.17,0.06,0.17
Ebrima Colley\Ebrima-Colley,FWMF,Hellas Verona,it Serie A,20,23,4,734,8.2,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.9,1.9,0.7,2.5,0.23,0.08,0.31,0.23,0.31
Omar Colley\Omar-Colley,DF,Sampdoria,it Serie A,27,29,28,2591,28.8,2,0,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,0.0,1.5,0.05,0.00,0.05,0.05,0.05
Simone Colombi\Simone-Colombi,GK,Parma,it Serie A,29,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Lorenzo Colombo\Lorenzo-Colombo,FW,Milan,it Serie A,18,4,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.58,0.00,0.58,0.58,0.58
Racine Coly\Racine-Coly,DF,Nice,fr Ligue 1,24,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kingsley Coman\Kingsley-Coman,FWMF,Bayern Munich,de Bundesliga,24,29,23,1752,19.5,5,10,5,0,0,1,0,0.26,0.51,0.77,0.26,0.77,4.1,4.1,6.6,10.8,0.21,0.34,0.55,0.21,0.55
Daniel Congré\Daniel-Congre,DF,Montpellier,fr Ligue 1,35,38,38,3292,36.6,2,0,2,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.1,1.4,0.03,0.00,0.04,0.03,0.04
Aaron Connolly\Aaron-Connolly,FW,Brighton,eng Premier League,20,17,9,791,8.8,2,1,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,3.5,3.5,0.2,3.7,0.40,0.02,0.42,0.40,0.42
Andrea Consigli\Andrea-Consigli,GK,Sassuolo,it Serie A,33,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Andrea Conti\Andrea-Conti,DF,Milan,it Serie A,26,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.47,0.47,0.00,0.47
Andrea Conti\Andrea-Conti,DF,Parma,it Serie A,26,11,9,809,9.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.03,0.04,0.08,0.03,0.08
Liam Cooper\Liam-Cooper,DF,Leeds United,eng Premier League,28,25,25,2185,24.3,1,0,1,0,0,4,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.05,0.00,0.05,0.05,0.05
Francis Coquelin\Francis-Coquelin,MF,Villarreal,es La Liga,29,22,7,736,8.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.03,0.06,0.09,0.03,0.09
Theo Corbeanu\Theo-Corbeanu,FW,Wolves,eng Premier League,18,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.90,0.90,0.00,0.90
Sébastien Corchia\Sebastien-Corchia,DF,Nantes,fr Ligue 1,29,25,23,2066,23.0,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,1.5,2.1,0.03,0.06,0.09,0.03,0.09
Alex Cordaz\Alex-Cordaz,GK,Crotone,it Serie A,37,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Iñigo Córdoba\Inigo-Cordoba,FWMF,Athletic Club,es La Liga,23,3,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11
Iñigo Córdoba\Inigo-Cordoba,MF,Alavés,es La Liga,23,7,3,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.11,0.12,0.01,0.12
Jhon Córdoba\Jhon-Cordoba,FW,Hertha BSC,de Bundesliga,27,21,17,1537,17.1,7,1,7,0,0,3,0,0.41,0.06,0.47,0.41,0.47,7.4,7.4,1.8,9.3,0.44,0.11,0.54,0.44,0.54
Sergio Córdova\Sergio-Cordova,FWMF,Arminia,de Bundesliga,22,23,13,1090,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,3.1,3.1,1.2,4.4,0.26,0.10,0.36,0.26,0.36
Jack Cork\Jack-Cork,MF,Burnley,eng Premier League,31,16,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.8,0.02,0.04,0.06,0.02,0.06
Andreas Cornelius\Andreas-Cornelius,FW,Parma,it Serie A,27,29,21,1898,21.1,1,4,1,0,0,4,0,0.05,0.19,0.24,0.05,0.24,2.3,2.3,2.9,5.2,0.11,0.14,0.25,0.11,0.25
Maxwel Cornet\Maxwel-Cornet,DFFW,Lyon,fr Ligue 1,23,36,29,2446,27.2,2,5,2,0,0,5,0,0.07,0.18,0.26,0.07,0.26,2.5,2.5,3.4,6.0,0.09,0.13,0.22,0.09,0.22
Ángel Correa\Angel-Correa,FWMF,Atlético Madrid,es La Liga,25,38,29,2393,26.6,9,8,9,0,0,3,0,0.34,0.30,0.64,0.34,0.64,7.6,7.4,5.7,13.0,0.29,0.21,0.50,0.28,0.49
Joaquín Correa\Joaquin-Correa,FW,Lazio,it Serie A,25,28,25,1933,21.5,8,3,7,1,1,3,1,0.37,0.14,0.51,0.33,0.47,8.3,7.8,2.0,9.8,0.39,0.09,0.48,0.36,0.46
Rober Correa\Rober-Correa,DF,Eibar,es La Liga,27,15,13,1136,12.6,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.8,1.1,0.02,0.07,0.08,0.02,0.08
Félix Correia\Felix-Correia,MF,Juventus,it Serie A,19,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Thierry Correia\Thierry-Correia,DF,Valencia,es La Liga,21,29,25,2137,23.7,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,1.0,1.0,1.3,2.3,0.04,0.06,0.10,0.04,0.10
Angelo da Costa Júnior\Angelo-da-Costa-Junior,GK,Bologna,it Serie A,36,6,6,540,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Danny da Costa\Danny-da-Costa,DF,Mainz 05,de Bundesliga,27,16,15,1208,13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.7,1.8,0.01,0.12,0.14,0.01,0.14
Danny da Costa\Danny-da-Costa,DF,Eint Frankfurt,de Bundesliga,27,6,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14
David Pereira da Costa\David-Pereira-da-Costa,MFFW,Lens,fr Ligue 1,19,8,1,158,1.8,1,1,1,0,0,0,0,0.57,0.57,1.14,0.57,1.14,0.7,0.7,0.1,0.9,0.43,0.07,0.49,0.43,0.49
Diego Costa\Diego-Costa,FW,Atlético Madrid,es La Liga,31,7,2,208,2.3,2,0,1,1,1,1,0,0.87,0.00,0.87,0.43,0.43,1.4,0.6,0.3,1.0,0.60,0.14,0.74,0.27,0.41
Douglas Costa\Douglas-Costa,FWMF,Bayern Munich,de Bundesliga,29,11,3,320,3.6,1,1,1,0,0,0,0,0.28,0.28,0.56,0.28,0.56,0.1,0.1,0.7,0.8,0.04,0.19,0.23,0.04,0.23
Douglas Costa\Douglas-Costa,MFFW,Juventus,it Serie A,29,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05
Hélder Costa\Helder-Costa,MFFW,Leeds United,eng Premier League,26,22,13,1156,12.8,3,3,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23
Jaume Costa\Jaume-Costa,DFMF,Villarreal,es La Liga,32,14,3,351,3.9,0,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.3,0.4,0.02,0.08,0.09,0.02,0.09
Charles Costes\Charles-Costes,MF,Dijon,fr Ligue 1,17,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Benoît Costil\Benoit-Costil,GK,Bordeaux,fr Ligue 1,33,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Vladimír Coufal\Vladimir-Coufal,DF,West Ham,eng Premier League,27,34,34,3054,33.9,0,7,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,1.2,1.2,4.6,5.8,0.04,0.14,0.17,0.04,0.17
