Player,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Keita Baldé\Keita-Balde,FW,Sampdoria,it Serie A,25,13.3,4,1,0,31,35,4,11,3,7,1,1,0,42,19,44,30.2
George Baldock\George-Baldock,DF,Sheffield Utd,eng Premier League,27,31.0,7,0,0,46,22,10,51,35,27,0,0,0,209,29,35,45.3
Gareth Bale\Gareth-Bale,FW,Tottenham,eng Premier League,31,10.2,1,0,0,9,10,5,29,9,9,0,0,0,70,22,11,66.7
Mikel Balenziaga\Mikel-Balenziaga,DF,Athletic Club,es La Liga,32,18.8,0,0,0,17,16,1,27,13,15,0,0,0,150,18,17,51.4
Leonardo Balerdi\Leonardo-Balerdi,DF,Marseille,fr Ligue 1,21,18.2,6,1,0,31,27,2,1,34,21,0,0,0,157,36,36,50.0
Fodé Ballo-Touré\Fode-Ballo-Toure,DF,Monaco,fr Ligue 1,23,7.4,2,0,0,10,12,1,26,5,18,1,0,0,57,11,12,47.8
Botond Balogh\Botond-Balogh,DF,Parma,it Serie A,18,1.8,1,0,0,1,0,0,0,1,3,0,0,0,10,2,3,40.0
Abdoulaye Bamba\Abdoulaye-Bamba,DF,Angers,fr Ligue 1,30,15.0,2,0,0,14,7,0,37,18,17,0,1,0,120,10,11,47.6
Jonathan Bamba\Jonathan-Bamba,MF,Lille,fr Ligue 1,24,33.2,2,0,0,28,67,3,62,28,32,1,0,0,269,15,35,30.0
Robson Bambu\Robson-Bambu,DF,Nice,fr Ligue 1,22,11.6,3,1,0,20,10,1,0,12,13,0,0,0,114,16,23,41.0
Patrick Bamford\Patrick-Bamford,FW,Leeds United,eng Premier League,26,33.9,3,0,0,36,23,18,5,13,18,3,0,0,93,54,81,40.0
Mattia Bani\Mattia-Bani,DF,Genoa,it Serie A,26,10.2,4,0,0,13,8,1,0,18,8,0,0,0,115,40,25,61.5
Mattia Bani\Mattia-Bani,DF,Parma,it Serie A,26,12.7,6,0,0,16,8,0,3,24,11,0,0,0,73,42,21,66.7
Simon Banza\Simon-Banza,FW,Lens,fr Ligue 1,23,15.2,6,1,1,29,33,9,11,5,10,1,0,0,54,51,61,45.5
Antonín Barák\Antonin-Barak,MFFW,Hellas Verona,it Serie A,25,30.7,5,1,0,59,17,4,17,18,29,0,1,0,275,70,94,42.7
Federico Barba\Federico-Barba,DF,Benevento,it Serie A,26,29.5,8,0,0,26,10,1,30,57,20,0,0,1,236,37,34,52.1
Danilo Barbosa\Danilo-Barbosa,DF,Nice,fr Ligue 1,24,2.8,2,0,0,3,5,0,0,1,3,0,0,0,34,5,2,71.4
Barcia\Barcia,DF,Granada,es La Liga,19,1.0,1,0,0,2,1,0,1,1,0,1,0,0,14,4,0,100.0
Melvin Bard\Melvin-Bard,DF,Lyon,fr Ligue 1,19,4.8,0,1,0,8,6,0,14,6,11,1,0,0,69,14,12,53.8
Enis Bardhi\Enis-Bardhi,MF,Levante,es La Liga,25,18.7,4,0,0,27,24,4,35,32,22,0,0,0,150,5,26,16.1
Phil Bardsley\Phil-Bardsley,DF,Burnley,eng Premier League,35,3.0,2,0,0,8,4,0,7,3,4,0,0,0,39,5,5,50.0
Nicolò Barella\Nicolo-Barella,MF,Inter,it Serie A,23,32.2,5,0,0,44,53,2,50,32,41,0,1,0,313,33,24,57.9
Philipp Bargfrede\Philipp-Bargfrede,MF,Werder Bremen,de Bundesliga,31,0.3,0,0,0,0,1,0,1,1,1,0,0,0,2,1,1,50.0
Kike Barja\Kike-Barja,MFFW,Osasuna,es La Liga,23,15.9,2,0,0,15,23,1,53,23,8,1,0,0,111,25,20,55.6
Ross Barkley\Ross-Barkley,MF,Aston Villa,eng Premier League,26,17.0,0,0,0,12,17,5,20,5,2,1,0,0,144,25,25,50.0
Ross Barkley\Ross-Barkley,MF,Chelsea,eng Premier League,26,0.5,0,0,0,2,2,1,0,0,0,0,0,0,8,3,1,75.0
Aymen Barkok\Aymen-Barkok,FWMF,Eint Frankfurt,de Bundesliga,22,10.9,5,0,0,23,7,1,17,14,18,0,1,0,93,16,26,38.1
Ashley Barnes\Ashley-Barnes,FW,Burnley,eng Premier League,30,14.8,4,0,0,45,49,17,6,5,6,1,0,0,75,55,98,35.9
Harvey Barnes\Harvey-Barnes,FWMF,Leicester City,eng Premier League,22,21.6,0,0,0,16,33,1,18,16,14,0,0,0,134,22,32,40.7
Marc Baró\Marc-Baro,DF,Cádiz,es La Liga,20,1.0,0,0,0,1,3,0,2,3,1,0,0,0,5,0,0,
Antonio Barragán\Antonio-Barragan,DF,Elche,es La Liga,33,24.8,8,0,0,35,26,2,35,30,14,1,1,0,149,30,22,57.7
Antonio Barreca\Antonio-Barreca,DF,Fiorentina,it Serie A,25,0.9,0,0,0,1,0,1,4,0,0,0,1,0,7,1,6,14.3
Leandro Barreiro Martins\Leandro-Barreiro-Martins,MF,Mainz 05,de Bundesliga,20,25.6,5,0,0,66,48,0,6,50,39,0,2,0,297,56,55,50.5
Ander Barrenetxea\Ander-Barrenetxea,MFFW,Real Sociedad,es La Liga,18,14.5,7,0,0,41,20,4,28,12,20,0,0,0,102,6,29,17.1
Jacob Barrett Laursen\Jacob-Barrett-Laursen,DF,Arminia,de Bundesliga,25,12.3,1,0,0,12,12,0,16,23,13,0,0,0,111,13,23,36.1
Musa Barrow\Musa-Barrow,FWMF,Bologna,it Serie A,21,32.5,0,0,0,19,32,12,68,14,8,0,0,0,146,28,77,26.7
Kyle Bartley\Kyle-Bartley,DF,West Brom,eng Premier League,29,28.7,4,0,0,29,8,5,4,31,18,0,1,0,260,111,55,66.9
Paolo Bartolomei\Paolo-Bartolomei,MF,Spezia,it Serie A,30,3.6,1,0,0,4,1,0,9,0,2,0,1,0,18,1,2,33.3
Marc Bartra\Marc-Bartra,DF,Betis,es La Liga,29,18.8,3,0,0,29,15,2,4,24,10,0,4,0,178,53,32,62.4
Daniele Baselli\Daniele-Baselli,MF,Torino,it Serie A,28,4.4,2,0,0,6,10,0,2,6,10,0,0,0,50,11,9,55.0
Chris Basham\Chris-Basham,DFMF,Sheffield Utd,eng Premier League,32,28.6,5,0,0,25,28,6,24,45,46,1,1,0,295,77,63,55.0
Toma Bašić\Toma-Basic,MF,Bordeaux,fr Ligue 1,23,28.9,7,0,0,42,30,2,32,23,22,0,0,0,194,27,31,46.6
Álvaro Bastida\Alvaro-Bastida,MF,Cádiz,es La Liga,16,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Alessandro Bastoni\Alessandro-Bastoni,DF,Inter,it Serie A,21,32.5,6,0,0,39,28,0,16,37,26,0,0,0,257,60,34,63.8
Simone Bastoni\Simone-Bastoni,DF,Spezia,it Serie A,23,16.9,7,0,0,35,27,2,45,22,29,0,1,0,164,24,29,45.3
Bastos\Bastos,DF,Lazio,it Serie A,29,0.7,0,0,0,1,4,0,0,0,2,0,0,0,8,1,0,100.0
Michy Batshuayi\Michy-Batshuayi,FW,Crystal Palace,eng Premier League,26,8.1,0,0,0,11,5,11,7,2,3,1,0,0,34,11,23,32.4
Rodrigo Battaglia\Rodrigo-Battaglia,MF,Alavés,es La Liga,29,27.7,10,1,0,35,30,1,6,18,32,0,0,0,259,45,24,65.2
Cristian Battocchio\Cristian-Battocchio,MFFW,Brest,fr Ligue 1,28,3.9,0,0,0,1,2,0,7,3,3,0,0,0,36,1,3,25.0
Oliver Baumann\Oliver-Baumann,GK,Hoffenheim,de Bundesliga,30,31.0,1,0,0,0,8,0,0,0,0,0,0,0,215,0,1,0.0
Julian Baumgartlinger\Julian-Baumgartlinger,MF,Leverkusen,de Bundesliga,32,11.9,1,0,0,11,14,0,2,17,28,0,0,0,130,25,13,65.8
Christoph Baumgartner\Christoph-Baumgartner,MFFW,Hoffenheim,de Bundesliga,20,26.3,6,0,0,69,53,1,18,19,38,2,0,0,205,57,93,38.0
Jon Bautista\Jon-Bautista,FWMF,Real Sociedad,es La Liga,25,4.1,3,0,0,11,6,2,3,2,5,0,0,0,18,22,26,45.8
Paul Baysse\Paul-Baysse,DF,Bordeaux,fr Ligue 1,32,29.0,5,1,1,22,16,1,2,37,24,0,0,0,248,72,49,59.5
Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,FWMF,Augsburg,de Bundesliga,23,0.4,1,0,0,2,1,1,0,2,1,0,0,0,6,3,2,60.0
Ihlas Bebou\Ihlas-Bebou,FW,Hoffenheim,de Bundesliga,26,24.4,3,0,0,26,32,4,43,13,20,1,0,0,121,62,89,41.1
Rodrigo Becão\Rodrigo-Becao,DF,Udinese,it Serie A,24,30.9,5,0,0,50,47,0,9,47,37,0,1,0,234,69,37,65.1
Sheraldo Becker\Sheraldo-Becker,FWMF,Union Berlin,de Bundesliga,25,12.3,2,0,0,21,14,6,53,5,7,0,0,0,109,8,26,23.5
Timo Becker\Timo-Becker,DF,Schalke 04,de Bundesliga,23,18.2,1,0,0,9,9,0,20,33,19,0,0,0,145,26,23,53.1
Jan Bednarek\Jan-Bednarek,DF,Southampton,eng Premier League,24,34.4,5,1,0,30,13,0,0,78,28,0,0,1,410,110,51,68.3
Donny van de Beek\Donny-van-de-Beek,MFFW,Manchester Utd,eng Premier League,23,5.8,1,0,0,5,6,0,4,7,9,1,0,0,44,3,4,42.9
Valon Behrami\Valon-Behrami,MF,Genoa,it Serie A,35,9.9,3,1,1,28,21,0,2,6,14,1,0,0,76,15,20,42.9
Brian Behrendt\Brian-Behrendt,DF,Arminia,de Bundesliga,28,0.9,0,0,0,1,0,0,1,0,1,0,0,0,10,2,3,40.0
Maximilian Beier\Maximilian-Beier,FW,Hoffenheim,de Bundesliga,17,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
Ishak Belfodil\Ishak-Belfodil,FW,Hoffenheim,de Bundesliga,28,6.6,0,0,0,12,9,5,4,0,2,0,0,0,29,8,9,47.1
Erwan Belhadji\Erwan-Belhadji,MF,Dijon,fr Ligue 1,19,0.3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
Haris Belkebla\Haris-Belkebla,MF,Brest,fr Ligue 1,26,30.3,7,1,0,39,32,0,13,37,50,0,1,0,273,26,39,40.0
Stefan Bell\Stefan-Bell,DF,Mainz 05,de Bundesliga,28,14.1,6,0,0,27,8,2,2,38,17,0,0,0,170,81,29,73.6
Karim Bellarabi\Karim-Bellarabi,FWMF,Leverkusen,de Bundesliga,30,8.9,2,0,0,23,7,9,51,13,12,0,0,0,72,2,5,28.6
Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,MFFW,Strasbourg,fr Ligue 1,22,23.2,3,0,0,33,48,0,33,18,43,3,0,0,184,24,43,35.8
Héctor Bellerín\Hector-Bellerin,DF,Arsenal,eng Premier League,25,23.2,8,0,0,21,7,1,51,13,18,1,0,0,208,32,35,47.8
Jude Bellingham\Jude-Bellingham,MF,Dortmund,de Bundesliga,17,18.9,6,1,1,40,52,1,21,21,37,0,1,0,168,28,25,52.8
Andrea Belotti\Andrea-Belotti,FW,Torino,it Serie A,26,32.1,4,0,0,58,134,21,22,8,26,3,1,0,142,79,122,39.3
Fran Beltrán\Fran-Beltran,MF,Celta Vigo,es La Liga,21,15.5,3,0,0,16,10,0,4,17,21,0,0,0,151,8,24,25.0
Sami Ben Amar\Sami-Ben-Amar,MF,Nîmes,fr Ligue 1,22,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Hatem Ben Arfa\Hatem-Ben-Arfa,MFFW,Bordeaux,fr Ligue 1,33,18.9,2,0,0,21,35,5,37,5,11,1,0,0,76,4,7,36.4
Salim Ben Seghir\Salim-Ben-Seghir,DF,Nice,fr Ligue 1,17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Wissam Ben Yedder\Wissam-Ben-Yedder,FW,Monaco,fr Ligue 1,29,29.0,3,0,0,12,39,18,22,10,14,2,0,0,135,37,92,28.7
Ahmad Benali\Ahmad-Benali,MF,Crotone,it Serie A,28,13.5,2,0,0,12,16,1,16,10,22,0,0,0,126,11,6,64.7
Samy Benchama\Samy-Benchama,MFDF,Montpellier,fr Ligue 1,20,0.5,1,0,0,3,1,0,0,0,1,0,0,0,7,0,0,
Lars Bender\Lars-Bender,DF,Leverkusen,de Bundesliga,31,10.4,2,0,0,11,14,1,9,8,13,0,0,0,118,15,15,50.0
Sven Bender\Sven-Bender,DF,Leverkusen,de Bundesliga,31,13.0,1,0,0,11,6,1,4,14,12,0,0,0,153,36,28,56.3
Darío Benedetto\Dario-Benedetto,FW,Marseille,fr Ligue 1,30,17.5,3,2,1,18,19,13,15,3,2,0,0,0,61,24,60,28.6
László Bénes\Laszlo-Benes,MFFW,Augsburg,de Bundesliga,22,7.3,3,0,0,12,17,0,10,9,5,0,0,0,60,12,14,46.2
László Bénes\Laszlo-Benes,MF,M'Gladbach,de Bundesliga,22,1.7,0,0,0,0,5,0,2,4,2,0,0,0,15,0,4,0.0
Walter Benítez\Walter-Benitez,GK,Nice,fr Ligue 1,27,38.0,3,0,0,0,3,0,0,0,0,0,0,0,150,0,0,
Loris Benito\Loris-Benito,DF,Bordeaux,fr Ligue 1,28,29.5,7,1,0,40,17,2,33,40,33,0,1,0,232,46,31,59.7
Sergio Benito\Sergio-Benito,FW,Valladolid,es La Liga,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bilal Benkhedim\Bilal-Benkhedim,FW,Saint-Étienne,fr Ligue 1,19,0.8,0,0,0,1,1,0,4,0,0,0,0,0,10,0,2,0.0
Djamel Benlamri\Djamel-Benlamri,DF,Lyon,fr Ligue 1,30,1.7,0,0,0,2,7,0,0,6,4,0,0,0,14,2,1,66.7
Ismaël Bennacer\Ismael-Bennacer,MF,Milan,it Serie A,22,14.7,4,0,0,20,30,0,7,22,24,1,1,0,177,15,22,40.5
Saïd Benrahma\Said-Benrahma,FWMF,West Ham,eng Premier League,24,15.5,0,0,0,14,15,2,39,13,21,0,1,0,124,3,15,16.7
Yassine Benrahou\Yassine-Benrahou,MF,Nîmes,fr Ligue 1,21,13.8,2,0,0,8,25,0,32,6,8,0,0,0,109,5,25,16.7
Ramy Bensebaini\Ramy-Bensebaini,DF,M'Gladbach,de Bundesliga,25,20.1,7,0,0,35,30,2,14,63,25,0,2,0,176,50,30,62.5
Josh Benson\Josh-Benson,MF,Burnley,eng Premier League,20,2.9,0,0,0,4,1,0,4,1,5,0,1,0,24,1,4,20.0
Nabil Bentaleb\Nabil-Bentaleb,MF,Schalke 04,de Bundesliga,25,6.1,2,0,0,11,4,0,1,3,6,0,0,0,53,6,6,50.0
Rodrigo Bentancur\Rodrigo-Bentancur,MF,Juventus,it Serie A,23,25.8,8,1,1,45,28,2,8,48,45,0,0,0,297,31,26,54.4
Christian Benteke\Christian-Benteke,FW,Crystal Palace,eng Premier League,29,20.2,3,1,1,35,20,15,6,5,9,0,0,0,79,212,150,58.6
Karim Benzema\Karim-Benzema,FW,Real Madrid,es La Liga,32,32.2,2,0,0,18,25,24,26,14,7,0,0,0,114,25,31,44.6
Yassine Benzia\Yassine-Benzia,MFFW,Dijon,fr Ligue 1,25,4.5,1,0,0,8,9,0,7,8,5,0,0,0,32,3,7,30.0
Alessandro Berardi\Alessandro-Berardi,GK,Hellas Verona,it Serie A,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Domenico Berardi\Domenico-Berardi,FWMF,Sassuolo,it Serie A,25,27.5,4,0,0,43,59,3,64,35,23,1,0,0,173,11,30,26.8
Gaetano Berardi\Gaetano-Berardi,DF,Leeds United,eng Premier League,31,1.3,0,0,0,1,0,0,1,2,2,0,0,0,6,3,4,42.9
Yuri Berchiche\Yuri-Berchiche,DF,Athletic Club,es La Liga,30,18.7,3,0,0,18,30,1,64,16,23,1,0,0,176,23,14,62.2
Álex Berenguer\Alex-Berenguer,MF,Torino,it Serie A,25,1.5,0,0,0,2,3,1,2,0,0,0,0,0,9,1,2,33.3
Álex Berenguer\Alex-Berenguer,MFFW,Athletic Club,es La Liga,25,25.3,4,0,0,49,46,18,63,24,31,1,0,0,154,25,35,41.7
Bartosz Bereszyński\Bartosz-Bereszynski,DF,Sampdoria,it Serie A,28,29.0,2,0,0,28,28,0,29,34,46,0,0,0,285,36,32,52.9
Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,MF,Burnley,eng Premier League,29,15.1,2,0,0,11,16,2,24,17,14,0,0,0,108,19,31,38.0
Sander Berge\Sander-Berge,MF,Sheffield Utd,eng Premier League,22,12.4,4,0,0,14,4,2,18,3,16,0,0,0,101,16,15,51.6
Steven Bergwijn\Steven-Bergwijn,FWMF,Tottenham,eng Premier League,22,13.4,3,0,0,20,16,1,12,12,10,1,0,0,80,2,16,11.1
Valon Berisha\Valon-Berisha,MF,Reims,fr Ligue 1,27,18.3,2,0,0,16,16,1,20,17,27,0,0,0,145,14,13,51.9
Bernard\Bernard,MFFW,Everton,eng Premier League,27,5.1,2,0,0,6,7,0,9,7,4,0,0,0,59,0,0,
Federico Bernardeschi\Federico-Bernardeschi,DFMF,Juventus,it Serie A,26,10.8,3,0,0,13,18,2,42,13,5,0,0,0,77,8,8,50.0
Bernardo\Bernardo,DFMF,Brighton,eng Premier League,25,2.3,0,0,0,1,1,0,4,0,5,0,0,0,12,5,6,45.5
Paul Bernardoni\Paul-Bernardoni,GK,Angers,fr Ligue 1,23,38.0,1,0,0,2,11,0,0,0,1,0,2,0,167,0,0,
Juan Bernat\Juan-Bernat,DF,Paris S-G,fr Ligue 1,27,2.2,2,0,0,6,1,0,1,1,2,0,0,0,11,0,5,0.0
Dimitry Bertaud\Dimitry-Bertaud,GK,Montpellier,fr Ligue 1,22,8.3,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,
Marco Bertini\Marco-Bertini,MF,Lazio,it Serie A,17,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Ryan Bertrand\Ryan-Bertrand,DF,Southampton,eng Premier League,30,28.9,5,0,0,29,35,3,57,31,43,0,1,0,210,34,54,38.6
Daniel Bessa\Daniel-Bessa,MFFW,Hellas Verona,it Serie A,27,6.8,1,0,0,16,6,3,11,4,12,0,0,0,36,3,19,13.6
Loïc Bessile\Loic-Bessile,DF,Bordeaux,fr Ligue 1,21,1.0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0.0
Louis Beyer\Louis-Beyer,DF,M'Gladbach,de Bundesliga,20,2.1,0,0,0,2,5,0,0,6,2,0,0,0,21,11,4,73.3
Bartosz Bialek\Bartosz-Bialek,FWMF,Wolfsburg,de Bundesliga,18,3.0,1,0,0,8,3,1,0,3,6,0,0,0,28,6,26,18.8
Giulian Biancone\Giulian-Biancone,DFMF,Monaco,fr Ligue 1,20,1.0,1,0,0,1,2,0,8,0,2,0,0,0,17,5,3,62.5
Ermin Bičakčić\Ermin-Bicakcic,DF,Hoffenheim,de Bundesliga,30,1.4,1,0,0,2,1,0,0,1,0,0,0,0,7,5,4,55.6
Pedro Bigas\Pedro-Bigas,DF,Eibar,es La Liga,29,17.0,1,0,0,21,6,0,6,16,12,0,2,0,223,61,25,70.9
El Bilal Touré\El-Bilal-Toure,FWMF,Reims,fr Ligue 1,18,13.8,4,0,0,43,13,11,2,5,14,0,0,0,50,65,93,41.1
Cristiano Biraghi\Cristiano-Biraghi,DF,Fiorentina,it Serie A,27,31.1,8,0,0,27,24,4,163,19,20,0,0,0,203,11,19,36.7
Davide Biraschi\Davide-Biraschi,DF,Genoa,it Serie A,26,10.2,2,0,0,16,8,0,8,16,9,0,0,0,79,12,11,52.2
Yves Bissouma\Yves-Bissouma,MF,Brighton,eng Premier League,23,34.6,8,1,0,54,32,0,8,60,74,0,0,0,364,38,22,63.3
Leonardo Bittencourt\Leonardo-Bittencourt,MFFW,Werder Bremen,de Bundesliga,26,16.8,3,0,0,27,36,7,40,14,31,1,0,0,119,13,29,31.0
Blanco\Blanco,MFDF,Real Madrid,es La Liga,20,2.4,0,0,0,6,2,0,3,2,3,0,0,0,30,1,5,16.7
Alejandro Blanco\Alejandro-Blanco,MF,Valencia,es La Liga,21,6.4,1,0,0,4,8,2,6,6,3,0,0,0,41,2,8,20.0
Rubén Blanco\Ruben-Blanco,GK,Celta Vigo,es La Liga,25,18.2,0,1,0,1,2,0,0,0,0,0,0,0,88,0,0,
Ludovic Blas\Ludovic-Blas,MFFW,Nantes,fr Ligue 1,22,31.0,5,0,0,52,50,5,23,30,33,1,0,0,255,15,50,23.1
Alejandro Blesa\Alejandro-Blesa,MF,Levante,es La Liga,18,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
Jérôme Boateng\Jerome-Boateng,DF,Bayern Munich,de Bundesliga,31,26.3,6,0,0,23,10,1,9,48,17,0,0,0,257,46,17,73.0
Antonin Bobichon\Antonin-Bobichon,MFFW,Angers,fr Ligue 1,24,10.1,0,0,0,14,16,0,17,10,14,1,0,0,74,8,10,44.4
Yann Bodiger\Yann-Bodiger,MF,Cádiz,es La Liga,25,2.8,0,0,0,9,3,0,1,6,2,0,0,0,29,10,15,40.0
Jean-Paul Boëtius\Jean-Paul-Boetius,MFFW,Mainz 05,de Bundesliga,26,22.9,5,0,0,28,36,1,29,25,31,0,0,0,200,14,39,26.4
Sacha Boey\Sacha-Boey,DF,Dijon,fr Ligue 1,19,20.7,1,0,0,36,13,2,37,35,44,0,1,0,178,26,24,52.0
Sacha Boey\Sacha-Boey,DF,Rennes,fr Ligue 1,19,1.4,0,1,0,2,1,0,2,1,4,0,0,0,16,2,2,50.0
Jeremie Boga\Jeremie-Boga,FWMF,Sassuolo,it Serie A,23,19.8,0,0,0,10,35,9,20,12,13,0,0,0,96,6,10,37.5
Melayro Bogarde\Melayro-Bogarde,DFMF,Hoffenheim,de Bundesliga,18,3.1,1,0,0,5,10,0,0,3,5,0,1,0,42,5,3,62.5
Jayden Bogle\Jayden-Bogle,DF,Sheffield Utd,eng Premier League,20,12.3,2,0,0,15,9,1,12,20,16,0,0,0,84,16,28,36.4
Quentin Boisgard\Quentin-Boisgard,MFFW,Lorient,fr Ligue 1,23,14.6,5,0,0,25,18,2,37,12,18,0,0,0,95,9,20,31.0
Willy Boly\Willy-Boly,DF,Wolves,eng Premier League,29,20.9,2,0,0,15,8,0,0,23,26,0,1,0,180,65,22,74.7
Giacomo Bonaventura\Giacomo-Bonaventura,MF,Fiorentina,it Serie A,30,25.1,5,0,0,40,41,7,20,38,29,1,0,0,177,27,38,41.5
Federico Bonazzoli\Federico-Bonazzoli,FW,Torino,it Serie A,23,6.3,2,0,0,11,19,4,3,2,4,0,0,0,34,4,10,28.6
Federico Bonazzoli\Federico-Bonazzoli,FW,Sampdoria,it Serie A,23,1.5,0,0,0,3,2,0,0,0,1,0,0,0,8,0,1,0.0
Kevin Bonifazi\Kevin-Bonifazi,DF,Udinese,it Serie A,24,27.4,4,0,0,26,14,0,4,49,26,0,2,0,226,46,24,65.7
Leonardo Bonucci\Leonardo-Bonucci,DF,Juventus,it Serie A,33,22.5,4,0,0,21,16,3,2,18,15,0,2,0,161,39,14,73.6
Elias Bördner\Elias-Bordner,GK,Eint Frankfurt,de Bundesliga,18,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Dennis Borkowski\Dennis-Borkowski,MF,RB Leipzig,de Bundesliga,18,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Sebastiaan Bornauw\Sebastiaan-Bornauw,DF,Köln,de Bundesliga,21,23.1,3,0,0,24,11,2,1,24,20,0,2,0,177,65,50,56.5
Sven Botman\Sven-Botman,DF,Lille,fr Ligue 1,20,36.8,2,0,0,14,25,2,1,38,30,0,0,0,382,122,54,69.3
Denis Bouanga\Denis-Bouanga,MFFW,Saint-Étienne,fr Ligue 1,25,30.2,7,0,0,62,35,10,55,22,43,1,0,1,164,71,97,42.3
Hicham Boudaoui\Hicham-Boudaoui,MFFW,Nice,fr Ligue 1,20,19.3,9,0,0,29,22,6,9,18,40,1,0,0,139,20,26,43.5
Ryad Boudebouz\Ryad-Boudebouz,MFFW,Saint-Étienne,fr Ligue 1,30,7.2,2,0,0,8,10,1,22,8,5,0,0,0,59,5,11,31.3
Sofiane Boufal\Sofiane-Boufal,FWMF,Angers,fr Ligue 1,26,8.1,3,0,0,22,23,0,13,5,13,2,0,0,66,4,6,40.0
Nassim Boujellab\Nassim-Boujellab,MFFW,Schalke 04,de Bundesliga,21,6.7,2,0,0,16,18,0,1,6,13,0,0,0,65,13,26,33.3
Farid Boulaya\Farid-Boulaya,MFFW,Metz,fr Ligue 1,27,31.3,5,0,0,22,64,1,76,10,18,2,1,0,239,29,45,39.2
Yassine Bounou\Yassine-Bounou,GK,Sevilla,es La Liga,29,33.0,3,0,0,0,4,0,0,0,0,0,0,1,140,0,0,
Ismaëlben Boura\Ismaelben-Boura,DF,Lens,fr Ligue 1,19,9.1,1,0,0,14,19,0,26,19,12,0,0,0,79,13,10,56.5
Mehdi Bourabia\Mehdi-Bourabia,MF,Sassuolo,it Serie A,28,5.9,2,0,0,16,6,0,2,8,6,0,1,0,67,12,3,80.0
Benjamin Bourigeaud\Benjamin-Bourigeaud,MFFW,Rennes,fr Ligue 1,26,28.4,8,0,0,26,10,3,73,23,26,0,0,0,235,17,37,31.5
Edoardo Bove\Edoardo-Bove,MF,Roma,it Serie A,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
Jarrod Bowen\Jarrod-Bowen,FWMF,West Ham,eng Premier League,23,28.5,0,0,0,15,54,14,52,22,14,0,0,0,175,20,60,25.0
Dedryck Boyata\Dedryck-Boyata,DF,Hertha BSC,de Bundesliga,29,17.2,3,0,0,8,4,0,1,17,8,0,1,0,156,37,25,59.7
John Boye\John-Boye,DF,Metz,fr Ligue 1,33,33.8,6,2,1,32,21,2,0,57,39,0,0,2,261,59,46,56.2
Lucas Boyé\Lucas-Boye,FW,Elche,es La Liga,24,29.9,9,1,1,95,34,10,11,20,28,0,0,0,144,36,140,20.5
Can Bozdogan\Can-Bozdogan,MF,Schalke 04,de Bundesliga,19,7.2,0,0,0,7,16,0,12,5,19,0,0,1,58,3,15,16.7
Umut Bozok\Umut-Bozok,FWMF,Lorient,fr Ligue 1,23,0.7,0,0,0,0,6,0,0,0,0,0,0,0,7,1,2,33.3
Jayden Braaf\Jayden-Braaf,FW,Udinese,it Serie A,17,1.3,0,0,0,2,1,0,1,1,0,0,0,0,8,0,5,0.0
Domagoj Bradarić\Domagoj-Bradaric,DF,Lille,fr Ligue 1,20,14.0,4,0,0,17,13,0,35,19,17,0,1,0,143,23,26,46.9
Robbie Brady\Robbie-Brady,MF,Burnley,eng Premier League,28,11.7,3,0,0,21,9,2,25,9,12,0,0,0,110,21,20,51.2
Martin Braithwaite\Martin-Braithwaite,FW,Barcelona,es La Liga,29,13.1,3,0,0,11,20,15,8,8,6,0,0,0,40,15,15,50.0
Julian Brandt\Julian-Brandt,FWMF,Dortmund,de Bundesliga,24,16.6,0,0,0,7,16,2,25,14,17,0,0,0,128,6,26,18.8
Darko Brašanac\Darko-Brasanac,MF,Osasuna,es La Liga,28,10.1,4,0,0,26,7,1,11,4,12,0,0,0,84,30,22,57.7
Lilian Brassier\Lilian-Brassier,DF,Brest,fr Ligue 1,20,10.7,3,0,0,19,12,0,4,19,15,0,0,0,94,35,15,70.0
Álvaro Bravo\Alvaro-Bravo,MF,Granada,es La Liga,22,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,66.7
Claudio Bravo\Claudio-Bravo,GK,Betis,es La Liga,37,20.0,3,0,0,0,0,0,0,0,0,0,0,0,89,0,0,
