,Player,Position,Team,Comp,Age,MP,Min,Goals,Ast,G+A,xG,xA,SoT%,npxG/Sh,G-xG,Pass Cmp%,Prog Passes,Through Balls,Passes Under Pressure,Switch Passes,Crosses,Shot Creating Actions,Dribbles to Shot,Def Action to Shot,Tackles,Press,Shots Blocked,Interceptions,Clearances,Errors,Dribbles Successful,Dribble Distance,Mistakes,Ball Recoveries,Air Duels Won%,Values
91,Lewis Dunk,DF,brighton,eng Premier League,28,33,2931,0.15,0.0,0.15,0.08,0.03,43.3,0.08,0.08,90.0,2.15,0.03,5.0,2.18,0.03,0.58,0.0,0.0,1.04,5.77,0.74,0.89,3.87,0.06,0.15,129.7,0.18,12.5,63.3,27500000.0
92,Boulaye Dia,FWMF,reims,fr Ligue 1,23,36,2930,0.43,0.03,0.46,0.4,0.06,37.9,0.16,0.02,80.5,0.89,0.03,4.63,0.46,0.4,2.24,0.34,0.06,0.86,12.7,0.09,0.49,0.95,0.0,1.47,63.9,2.61,3.9,23.7,15400000.0
93,Roberto Pereyra,MFFW,udinese,it Serie A,29,34,2925,0.15,0.22,0.37,0.11,0.1,23.1,0.11,0.04,84.6,3.32,0.0,6.31,0.89,1.08,2.65,0.15,0.03,0.68,11.2,0.22,0.83,0.68,0.0,1.11,130.9,1.78,7.32,32.4,11000000.0
94,Dusan Vlahovic,FW,fiorentina,it Serie A,20,37,2923,0.65,0.09,0.74,0.57,0.09,40.0,0.16,0.08,68.2,0.65,0.03,6.62,0.58,0.46,1.51,0.18,0.06,0.28,13.0,0.22,0.37,0.4,0.0,1.11,41.6,2.89,3.54,42.3,44000000.0
95,Memphis Depay,FW,lyon,fr Ligue 1,26,37,2923,0.62,0.37,0.99,0.54,0.43,44.1,0.11,0.07,70.5,3.72,0.31,8.12,2.06,3.05,5.14,0.65,0.12,0.22,10.2,0.06,0.28,0.03,0.0,2.71,98.8,3.57,4.83,33.3,49500000.0
96,Alessandro Bastoni,DF,inter,it Serie A,21,33,2922,0.0,0.09,0.09,0.04,0.06,18.2,0.11,-0.04,89.9,3.85,0.06,7.17,2.0,0.49,0.95,0.0,0.03,1.35,9.11,0.62,1.14,2.68,0.03,0.22,193.8,0.28,7.91,63.8,66000000.0
97,Musa Barrow,FWMF,bologna,it Serie A,21,38,2921,0.25,0.25,0.49,0.27,0.16,42.2,0.09,-0.03,71.3,2.71,0.06,5.66,2.46,2.09,3.26,0.25,0.0,0.65,14.2,0.12,0.43,0.55,0.0,1.11,95.3,3.02,4.49,26.7,22000000.0
98,Danilo,DF,juventus,it Serie A,29,34,2916,0.03,0.12,0.15,0.04,0.11,11.1,0.07,-0.01,88.3,5.4,0.09,6.7,1.3,0.86,1.85,0.03,0.0,1.85,7.69,0.4,1.36,2.53,0.0,0.62,152.1,0.4,8.27,65.4,22000000.0
99,Youssouf Sabaly,DF,bordeaux,fr Ligue 1,27,33,2909,0.03,0.06,0.09,0.02,0.05,15.4,0.06,0.01,84.8,4.02,0.06,6.81,0.62,1.21,1.95,0.25,0.0,1.8,10.0,0.25,1.55,1.39,0.03,1.39,126.2,0.96,8.33,53.4,7150000.0
100,Steven Nzonzi,MF,rennes,fr Ligue 1,31,34,2908,0.03,0.03,0.06,0.06,0.03,21.1,0.09,-0.02,92.2,6.16,0.03,10.9,1.67,0.12,1.39,0.0,0.0,1.05,6.84,0.37,0.53,1.55,0.0,0.43,121.5,0.46,9.94,65.7,8800000.0
101,Marcelo,DF,lyon,fr Ligue 1,33,34,2907,0.09,0.0,0.09,0.04,0.02,30.4,0.06,0.05,88.8,3.81,0.0,5.11,2.04,0.15,0.84,0.0,0.03,1.52,6.56,0.68,1.18,5.42,0.09,0.09,159.9,0.15,10.2,71.8,3300000.0
102,Leo Dubois,DF,lyon,fr Ligue 1,25,37,2903,0.06,0.12,0.19,0.03,0.18,15.0,0.05,0.03,79.4,6.75,0.03,6.1,1.7,3.99,3.59,0.09,0.0,1.52,11.0,0.4,0.93,1.95,0.06,1.08,161.7,0.96,10.1,61.0,17600000.0
103,Casemiro,MF,real madrid,es La Liga,28,34,2901,0.19,0.12,0.31,0.14,0.11,24.4,0.1,0.04,83.7,3.45,0.06,9.16,2.76,0.4,1.65,0.0,0.09,2.76,15.8,0.56,1.89,2.98,0.0,0.5,92.6,0.68,11.1,56.0,77000000.0
104,Wout Faes,DF,reims,fr Ligue 1,22,33,2899,0.03,0.0,0.03,0.02,0.0,12.5,0.09,0.01,87.4,2.3,0.03,4.19,2.02,0.03,0.34,0.0,0.03,1.52,7.05,0.96,1.71,5.65,0.12,0.4,116.0,0.37,8.57,67.6,7700000.0
105,Nicolo Barella,MF,inter,it Serie A,23,36,2896,0.09,0.22,0.31,0.08,0.17,25.0,0.07,0.01,83.0,6.89,0.22,10.6,1.21,1.55,2.89,0.09,0.03,1.89,17.6,0.25,0.99,0.4,0.0,1.21,150.5,1.27,9.72,57.9,71500000.0
106,Karim Benzema,FW,real madrid,es La Liga,32,34,2894,0.71,0.28,1.0,0.55,0.2,41.0,0.14,0.16,83.6,2.55,0.25,6.58,0.62,0.81,3.07,0.31,0.03,0.37,7.61,0.16,0.43,0.65,0.0,1.21,101.0,1.71,3.54,44.6,27500000.0
107,Boubacar Kamara,MF,marseille,fr Ligue 1,20,35,2894,0.0,0.06,0.06,0.02,0.03,40.0,0.04,-0.02,87.2,4.5,0.03,7.61,1.99,0.19,1.96,0.09,0.09,3.04,16.6,0.43,1.06,2.2,0.0,0.87,115.4,0.65,10.3,63.2,40700000.0
108,Romain Faivre,MFFW,brest,fr Ligue 1,22,36,2891,0.19,0.16,0.34,0.22,0.18,36.1,0.1,-0.03,80.2,3.93,0.09,5.92,1.74,1.43,4.67,0.37,0.06,2.09,16.2,0.0,1.03,0.53,0.0,2.77,183.8,1.87,7.63,40.5,14300000.0
109,Davide Faraoni,DF,hellas verona,it Serie A,28,34,2891,0.12,0.22,0.34,0.13,0.12,25.0,0.11,-0.0,72.2,4.58,0.06,5.33,0.69,1.56,1.31,0.12,0.0,2.21,12.2,0.53,1.74,2.9,0.03,0.72,57.3,0.81,8.75,58.9,7700000.0
110,Yunis Abdelhamid,DF,reims,fr Ligue 1,32,33,2889,0.09,0.0,0.09,0.05,0.01,33.3,0.11,0.04,87.8,2.83,0.0,5.23,1.21,0.0,0.34,0.0,0.0,2.21,11.8,0.62,1.74,5.3,0.0,0.37,130.5,0.25,9.0,65.5,2750000.0
111,Andrea Belotti,FW,torino,it Serie A,26,35,2888,0.4,0.19,0.59,0.43,0.21,33.3,0.1,-0.02,69.0,1.78,0.31,6.36,0.84,0.69,3.46,0.4,0.19,0.97,12.1,0.16,0.25,0.53,0.0,1.59,91.2,2.8,4.42,39.3,38500000.0
112,Jorge Pulido,DF,huesca,es La Liga,29,33,2885,0.03,0.0,0.03,0.08,0.02,11.8,0.17,-0.05,84.4,2.37,0.0,7.01,1.5,0.25,0.59,0.03,0.03,1.34,9.25,0.75,1.06,4.3,0.0,0.25,131.8,0.12,9.44,53.8,2200000.0
113,Benjamin Andre,MF,lille,fr Ligue 1,29,35,2885,0.0,0.03,0.03,0.03,0.04,35.0,0.06,-0.03,85.1,5.42,0.09,9.66,1.4,0.37,1.71,0.09,0.0,3.46,21.4,0.4,1.9,2.34,0.0,0.87,100.0,0.75,12.5,56.8,16500000.0
114,Romelu Lukaku,FW,inter,it Serie A,27,36,2884,0.75,0.34,1.09,0.71,0.24,47.2,0.21,0.04,72.5,2.16,0.19,8.53,0.53,0.72,3.56,0.38,0.0,0.34,9.09,0.16,0.09,1.06,0.0,1.19,73.6,2.75,2.72,37.4,110000000.0
115,Jerry St. Juste,DF,mainz 05,de Bundesliga,23,32,2880,0.0,0.03,0.03,0.06,0.01,18.2,0.09,-0.06,81.5,3.22,0.0,4.97,1.47,0.34,0.81,0.09,0.03,2.25,12.4,0.81,1.91,4.56,0.0,0.81,115.7,0.47,9.16,49.6,17600000.0
116,Declan Rice,MF,west ham,eng Premier League,21,32,2879,0.06,0.03,0.09,0.09,0.07,29.2,0.06,-0.03,86.2,2.94,0.13,6.94,1.81,0.91,1.53,0.09,0.03,2.41,15.5,0.41,2.13,1.44,0.03,1.03,135.0,0.75,9.84,61.8,71500000.0
117,Rafa Mir,FW,huesca,es La Liga,23,38,2877,0.41,0.03,0.44,0.42,0.06,38.6,0.1,-0.02,59.3,1.03,0.03,5.03,0.47,0.56,0.88,0.06,0.09,0.47,13.5,0.13,0.34,0.72,0.0,0.53,41.4,2.81,3.28,48.2,13200000.0
118,Dominic Calvert-Lewin,FW,everton,eng Premier League,23,33,2871,0.5,0.0,0.5,0.48,0.06,56.8,0.19,0.02,71.6,1.13,0.03,7.02,0.25,0.47,1.57,0.06,0.06,0.53,10.9,0.25,0.16,0.97,0.0,0.63,36.0,3.54,3.61,49.3,49500000.0
119,Benoit Badiashile,DF,monaco,fr Ligue 1,19,35,2870,0.06,0.03,0.09,0.06,0.02,17.4,0.08,0.0,88.5,5.02,0.09,5.36,2.92,0.03,0.78,0.0,0.03,0.97,6.33,0.47,1.19,5.61,0.03,0.13,164.0,0.22,11.8,72.2,30800000.0
120,Moussa Niakhate,DF,mainz 05,de Bundesliga,24,32,2866,0.09,0.03,0.13,0.08,0.06,55.6,0.21,0.01,74.0,3.52,0.09,6.51,1.16,0.85,1.19,0.09,0.06,1.82,10.8,0.44,1.26,3.96,0.0,0.44,115.9,0.35,9.15,57.7,16500000.0
121,Lorenzo Insigne,FW,napoli,it Serie A,29,35,2865,0.6,0.25,0.85,0.51,0.27,29.4,0.07,0.09,79.8,5.72,0.28,8.87,3.08,2.01,4.81,0.44,0.13,0.85,11.8,0.06,1.54,0.35,0.03,1.86,187.8,1.54,6.73,50.0,52800000.0
122,Guido Rodriguez,MF,betis,es La Liga,26,35,2864,0.03,0.0,0.03,0.05,0.02,30.0,0.06,-0.02,85.2,2.96,0.09,7.33,1.86,0.13,1.19,0.13,0.06,3.3,22.2,0.44,1.82,2.14,0.06,0.88,62.2,0.5,11.0,58.2,24200000.0
123,Iago Aspas,FW,celta vigo,es La Liga,32,33,2864,0.44,0.41,0.85,0.39,0.26,51.2,0.2,0.05,77.0,3.65,0.28,8.08,0.91,1.23,3.62,0.38,0.0,0.35,11.2,0.09,0.53,0.69,0.0,1.82,104.2,1.6,4.87,26.3,9900000.0
124,Raul Guti,MF,elche,es La Liga,23,36,2862,0.09,0.03,0.13,0.05,0.02,22.2,0.06,0.05,84.1,2.3,0.03,6.45,1.48,0.44,0.82,0.06,0.03,1.26,13.1,0.06,1.35,0.94,0.0,1.42,68.4,0.91,8.52,38.5,5500000.0
125,Richarlison,FW,everton,eng Premier League,23,34,2861,0.22,0.09,0.31,0.36,0.1,39.0,0.13,-0.14,69.2,1.32,0.13,6.57,0.19,0.72,2.52,0.28,0.03,1.54,18.1,0.09,0.63,1.19,0.0,1.95,112.0,1.86,5.85,34.1,60500000.0
126,Gianluca Mancini,DF,roma,it Serie A,24,33,2852,0.13,0.06,0.19,0.08,0.03,41.4,0.09,0.05,88.1,4.07,0.03,4.86,1.23,0.32,0.91,0.0,0.06,2.08,13.9,0.66,2.24,3.38,0.0,0.38,141.0,0.25,7.6,64.6,33000000.0
127,Denis Suarez,MF,celta vigo,es La Liga,26,35,2852,0.0,0.28,0.28,0.03,0.16,18.8,0.05,-0.03,80.7,5.36,0.28,7.89,2.46,1.23,2.46,0.06,0.03,2.08,21.3,0.06,0.85,0.63,0.0,1.26,143.8,1.26,7.79,43.3,13200000.0
128,Jack Harrison,MF,leeds united,eng Premier League,23,36,2847,0.25,0.25,0.51,0.21,0.22,40.4,0.14,0.04,67.8,3.51,0.13,6.2,1.39,3.77,3.29,0.16,0.06,2.12,20.0,0.09,0.79,0.82,0.0,1.46,119.2,2.37,6.58,42.3,16500000.0
129,Tomas Rincon,MF,torino,it Serie A,32,36,2846,0.03,0.03,0.06,0.05,0.06,17.4,0.07,-0.02,84.1,3.1,0.06,6.87,1.87,0.54,1.27,0.03,0.13,2.47,16.1,0.22,0.95,1.71,0.0,0.95,72.3,0.79,9.34,52.3,2200000.0
130,Ruben Dias,DF,manchester city,eng Premier League,23,32,2843,0.03,0.0,0.03,0.08,0.0,50.0,0.17,-0.04,93.5,3.67,0.03,6.2,1.87,0.06,0.66,0.0,0.0,0.98,5.73,0.79,0.7,3.73,0.0,0.09,255.0,0.22,8.61,68.2,82500000.0
131,Jamie Vardy,FW,leicester city,eng Premier League,33,34,2840,0.47,0.28,0.76,0.62,0.16,37.0,0.18,-0.15,66.4,0.79,0.16,3.54,0.09,0.76,2.03,0.38,0.03,0.47,9.34,0.16,0.25,0.92,0.0,0.98,37.9,1.9,2.63,45.2,7700000.0
132,Roberto Firmino,FW,liverpool,eng Premier League,28,36,2838,0.29,0.22,0.51,0.4,0.2,38.6,0.16,-0.11,79.7,4.25,0.25,9.11,0.29,1.02,3.4,0.38,0.03,1.11,18.9,0.16,0.32,0.35,0.0,1.59,89.4,1.87,6.48,22.3,55000000.0
133,Artur Ionita,MF,benevento,it Serie A,29,36,2835,0.06,0.0,0.06,0.05,0.01,33.3,0.06,0.02,78.0,1.24,0.0,5.62,0.41,0.54,0.83,0.06,0.06,1.62,17.2,0.41,1.11,0.98,0.0,0.63,48.8,0.73,7.62,44.4,1980000.0
134,Jeffrey Gouweleeuw,DF,augsburg,de Bundesliga,29,32,2835,0.03,0.0,0.03,0.01,0.01,28.6,0.06,0.02,80.4,3.68,0.03,6.32,1.65,0.13,0.76,0.03,0.1,1.24,8.54,0.63,1.62,6.98,0.1,0.57,133.4,0.35,10.3,48.4,7700000.0
135,Alvaro Gonzalez,DF,marseille,fr Ligue 1,30,32,2831,0.06,0.1,0.16,0.03,0.01,18.8,0.06,0.03,89.3,3.33,0.03,4.06,1.4,0.0,0.41,0.0,0.03,1.21,5.78,0.57,0.98,4.54,0.0,0.13,176.3,0.06,8.41,57.5,7700000.0
136,Jesus Navas,DF,sevilla,es La Liga,34,34,2827,0.0,0.19,0.19,0.03,0.17,13.3,0.07,-0.03,79.7,4.68,0.03,6.69,1.94,4.14,3.12,0.1,0.0,0.96,6.43,0.13,0.89,2.42,0.03,0.61,147.5,0.67,8.09,60.4,3300000.0
137,Jonathan Gradit,DF,lens,fr Ligue 1,27,33,2823,0.0,0.03,0.03,0.0,0.02,0.0,0.02,0.0,88.3,5.19,0.13,4.81,2.32,0.13,0.96,0.03,0.03,2.01,10.0,0.61,1.53,3.95,0.0,0.99,221.4,0.41,7.48,55.4,3300000.0
138,Farid Boulaya,MFFW,metz,fr Ligue 1,27,33,2815,0.19,0.26,0.45,0.18,0.21,33.8,0.05,0.02,67.6,4.6,0.19,7.7,3.74,2.43,4.73,0.29,0.03,0.96,13.1,0.1,0.32,0.32,0.0,1.92,139.4,2.08,7.64,39.2,6050000.0
139,Josh Brownhill,MF,burnley,eng Premier League,24,33,2813,0.0,0.03,0.03,0.06,0.04,22.2,0.05,-0.06,79.0,2.11,0.0,8.27,0.61,0.54,1.47,0.06,0.06,1.63,15.7,0.38,1.69,1.79,0.0,0.45,42.0,0.7,12.7,62.3,7700000.0
140,Francesco Acerbi,DF,lazio,it Serie A,32,32,2813,0.0,0.03,0.03,0.03,0.03,0.0,0.12,-0.03,88.6,3.16,0.03,5.85,2.33,0.83,1.02,0.0,0.06,1.76,11.2,0.61,1.98,4.95,0.03,0.35,166.4,0.45,11.8,74.8,11000000.0
141,Mats Hummels,DF,dortmund,de Bundesliga,31,33,2813,0.16,0.0,0.16,0.11,0.03,51.7,0.12,0.05,88.8,4.35,0.16,8.5,4.38,0.06,0.86,0.0,0.0,2.08,8.53,0.73,2.17,5.88,0.03,0.26,210.9,0.22,13.2,74.6,13200000.0
142,Karl Toko Ekambi,FW,lyon,fr Ligue 1,27,35,2811,0.45,0.19,0.64,0.59,0.2,41.3,0.2,-0.14,77.7,3.04,0.13,7.4,0.42,1.63,3.24,0.48,0.16,0.51,10.5,0.1,0.83,0.45,0.0,2.02,128.1,2.08,4.42,43.8,16500000.0
143,Sadio Mane,FW,liverpool,eng Premier League,28,35,2810,0.35,0.22,0.58,0.49,0.18,37.6,0.16,-0.13,75.4,3.37,0.16,6.79,0.83,2.02,3.97,0.32,0.06,1.35,15.0,0.06,0.48,0.22,0.0,2.69,123.3,3.14,5.13,25.9,93500000.0
144,Anaitz Arbilla,DF,eibar,es La Liga,33,34,2807,0.0,0.03,0.03,0.04,0.03,7.4,0.05,-0.04,77.0,4.78,0.06,7.44,4.81,0.96,0.96,0.13,0.1,1.79,7.44,0.42,1.79,4.46,0.0,0.9,118.8,0.54,14.2,59.0,1100000.0
145,Cristiano Biraghi,DF,fiorentina,it Serie A,27,35,2803,0.03,0.16,0.19,0.06,0.22,24.0,0.08,-0.03,69.1,4.15,0.1,3.89,2.6,5.24,2.54,0.03,0.0,1.35,7.75,0.29,0.61,2.28,0.0,0.51,103.8,0.74,6.53,36.7,9900000.0
146,Cristiano Ronaldo,FW,juventus,it Serie A,35,33,2802,0.93,0.06,1.0,0.85,0.09,37.0,0.13,0.08,78.5,2.6,0.1,6.14,0.74,1.67,3.67,0.58,0.13,0.29,7.23,0.16,0.26,0.51,0.0,1.86,134.7,1.74,4.05,58.0,49500000.0
147,Anthony Caci,DF,strasbourg,fr Ligue 1,23,33,2797,0.0,0.06,0.06,0.01,0.05,0.0,0.04,-0.01,78.0,5.11,0.03,7.2,3.31,2.06,1.19,0.06,0.0,3.12,14.8,0.13,1.83,1.93,0.0,0.9,103.1,0.68,8.49,42.2,5500000.0
148,Niklas Stark,DFMF,hertha bsc,de Bundesliga,25,33,2793,0.0,0.0,0.0,0.03,0.01,27.3,0.09,-0.03,84.9,3.42,0.0,5.58,1.39,0.16,0.32,0.0,0.03,2.13,13.9,0.58,1.29,4.71,0.0,0.06,128.8,0.26,9.1,60.3,11000000.0
149,Diego Carlos,DF,sevilla,es La Liga,27,33,2788,0.03,0.0,0.03,0.03,0.02,33.3,0.07,0.0,90.8,1.61,0.03,4.58,3.19,0.1,0.48,0.0,0.0,0.9,6.58,0.87,0.84,4.58,0.03,0.32,73.9,0.13,7.77,57.9,49500000.0
150,Ludovic Blas,MFFW,nantes,fr Ligue 1,22,36,2787,0.32,0.13,0.45,0.21,0.12,33.3,0.09,0.11,79.5,2.94,0.1,5.94,1.58,0.74,2.42,0.42,0.03,1.87,20.3,0.16,0.97,0.61,0.0,2.84,106.5,2.0,8.23,23.1,14300000.0
151,George Baldock,DF,sheffield utd,eng Premier League,27,32,2787,0.0,0.06,0.06,0.04,0.05,15.4,0.08,-0.04,78.5,1.97,0.0,4.81,0.48,1.65,1.03,0.03,0.03,1.77,15.0,0.26,1.13,2.65,0.0,0.74,90.0,0.74,6.74,45.3,5500000.0
152,Marco Friedl,DF,werder bremen,de Bundesliga,22,32,2785,0.0,0.0,0.0,0.02,0.02,12.5,0.08,-0.02,81.1,3.43,0.0,4.89,3.92,0.32,0.78,0.03,0.03,2.17,11.1,0.61,2.01,4.69,0.03,0.26,117.4,0.26,8.38,63.1,8250000.0
153,Ellyes Skhiri,MF,koln,de Bundesliga,25,32,2785,0.16,0.06,0.23,0.13,0.04,41.2,0.23,0.04,87.1,3.33,0.13,7.77,1.23,0.13,1.29,0.06,0.1,2.85,17.4,0.52,2.72,1.62,0.06,0.45,76.7,0.78,11.7,51.7,11000000.0
154,Stefan Mitrovic,DF,strasbourg,fr Ligue 1,30,32,2784,0.06,0.0,0.06,0.03,0.0,41.7,0.06,0.04,90.0,1.29,0.0,3.69,1.39,0.03,0.36,0.03,0.0,1.13,7.61,0.49,0.97,4.89,0.06,0.06,104.8,0.16,7.41,63.2,2420000.0
155,Carlos Clerc,DF,levante,es La Liga,28,35,2781,0.0,0.1,0.1,0.01,0.11,66.7,0.06,-0.01,76.8,5.18,0.06,7.54,1.36,2.75,1.36,0.0,0.0,2.14,13.8,0.13,1.13,3.04,0.03,1.2,124.2,0.81,8.77,64.0,3300000.0
156,Douglas Luiz,MF,aston villa,eng Premier League,22,33,2781,0.0,0.06,0.06,0.05,0.05,26.9,0.06,-0.05,84.8,3.43,0.0,7.09,1.65,0.42,1.49,0.0,0.0,2.04,20.0,0.58,1.07,1.59,0.0,0.78,107.9,0.36,12.1,48.2,38500000.0
157,Semi Ajayi,DF,west brom,eng Premier League,26,33,2780,0.06,0.0,0.06,0.04,0.01,30.8,0.1,0.02,74.4,2.07,0.03,3.92,0.94,0.19,0.45,0.06,0.0,1.88,11.0,1.13,1.33,4.79,0.1,0.39,57.0,0.36,8.54,64.9,6600000.0
158,Rodrigo Becao,DF,udinese,it Serie A,24,35,2780,0.03,0.0,0.03,0.03,0.01,18.2,0.09,0.0,87.8,1.94,0.0,4.17,1.1,0.29,0.61,0.0,0.06,2.2,13.4,1.0,1.52,3.95,0.06,0.26,103.6,0.32,7.57,65.1,5500000.0
159,Milan Skriniar,DF,inter,it Serie A,25,32,2777,0.1,0.0,0.1,0.06,0.01,40.0,0.12,0.04,92.4,3.95,0.0,5.63,0.91,0.1,0.61,0.0,0.0,1.78,7.73,0.61,0.87,3.07,0.06,0.19,136.7,0.52,8.41,52.1,66000000.0
160,John Brooks,DF,wolfsburg,de Bundesliga,27,32,2774,0.06,0.0,0.06,0.05,0.02,22.2,0.09,0.01,84.8,3.99,0.0,5.39,2.27,0.06,0.71,0.03,0.03,1.92,9.06,0.45,1.66,6.14,0.06,0.23,157.0,0.1,11.4,69.7,15400000.0
161,Kevin Volland,FWMF,monaco,fr Ligue 1,28,35,2769,0.52,0.23,0.75,0.34,0.2,50.8,0.18,0.18,68.2,2.01,0.32,7.76,0.26,0.91,2.01,0.03,0.0,1.33,16.4,0.06,0.19,0.23,0.03,0.68,50.1,2.63,4.74,45.2,33000000.0
162,Stefan Lainer,DF,m'gladbach,de Bundesliga,27,33,2768,0.06,0.06,0.13,0.07,0.08,29.2,0.1,-0.01,75.6,4.81,0.06,6.56,0.91,2.69,1.88,0.06,0.1,1.95,14.3,0.29,1.3,2.86,0.06,0.62,114.6,0.94,6.75,54.8,13750000.0
163,Antonin Barak,MFFW,hellas verona,it Serie A,25,34,2765,0.23,0.1,0.33,0.19,0.09,34.9,0.13,0.04,78.2,4.43,0.1,9.28,0.78,0.55,1.79,0.13,0.03,1.3,17.4,0.29,0.59,1.3,0.03,0.98,98.1,1.01,8.96,42.7,15400000.0
164,Stuart Armstrong,MF,southampton,eng Premier League,28,33,2764,0.13,0.16,0.29,0.1,0.09,22.2,0.05,0.03,79.7,3.78,0.23,8.73,0.62,0.85,2.67,0.2,0.13,2.28,15.9,0.03,0.98,0.68,0.03,1.82,139.7,1.73,8.79,25.8,8800000.0
165,Rodri,MF,manchester city,eng Premier League,24,34,2748,0.07,0.07,0.13,0.08,0.06,22.6,0.06,-0.02,91.5,5.11,0.1,13.2,3.18,0.39,2.39,0.2,0.13,2.72,16.9,0.43,1.31,2.39,0.07,0.95,159.3,0.59,13.7,76.5,77000000.0
166,Ademola Lookman,FWMF,fulham,eng Premier League,22,34,2747,0.13,0.13,0.26,0.18,0.17,30.9,0.07,-0.05,75.3,3.44,0.16,5.31,1.38,2.1,3.77,0.16,0.03,1.25,17.0,0.07,0.82,0.43,0.0,2.72,127.6,2.56,6.56,16.3,12100000.0
167,Amine Gouiri,FWMF,nice,fr Ligue 1,20,34,2747,0.39,0.23,0.62,0.46,0.17,38.7,0.15,-0.07,76.0,2.62,0.16,7.44,1.48,1.8,3.97,0.3,0.23,1.11,11.7,0.16,0.52,0.49,0.0,1.74,114.2,1.8,4.56,40.8,33000000.0
168,Robin Le Normand,DF,real sociedad,es La Liga,23,33,2747,0.0,0.03,0.03,0.07,0.0,5.9,0.12,-0.07,87.7,2.43,0.0,6.33,1.28,0.1,0.39,0.0,0.0,1.31,8.2,0.75,1.11,5.84,0.07,0.07,141.8,0.16,10.6,69.3,24200000.0
169,Sergej Milinkovic-Savic,MF,lazio,it Serie A,25,32,2746,0.26,0.3,0.56,0.19,0.21,32.8,0.09,0.08,78.1,5.28,0.2,10.0,2.07,1.61,2.66,0.03,0.13,2.43,17.3,0.43,1.21,1.7,0.0,0.82,117.2,2.16,8.0,54.6,77000000.0
170,Henrikh Mkhitaryan,FWMF,roma,it Serie A,31,34,2745,0.43,0.33,0.75,0.4,0.3,40.7,0.14,0.02,76.2,3.97,0.23,6.66,0.95,1.44,3.57,0.16,0.13,1.84,19.9,0.03,1.18,0.26,0.0,1.51,140.7,1.05,7.02,33.3,16500000.0
171,German Pezzella,DF,fiorentina,it Serie A,29,32,2743,0.03,0.0,0.03,0.04,0.01,11.1,0.07,-0.01,87.5,1.05,0.0,2.92,0.69,0.13,0.23,0.0,0.0,1.31,8.26,0.52,1.11,5.34,0.03,0.03,60.6,0.3,7.57,61.9,8250000.0
172,Chris Wood,FW,burnley,eng Premier League,28,33,2741,0.39,0.1,0.49,0.44,0.07,55.2,0.18,-0.04,66.9,1.11,0.03,9.02,0.13,0.13,1.54,0.13,0.07,0.56,11.6,0.13,0.16,0.62,0.0,0.43,21.2,2.66,3.31,43.9,8800000.0
173,Jasmin Kurtic,MF,parma,it Serie A,31,34,2739,0.13,0.0,0.13,0.12,0.07,25.7,0.11,0.01,83.1,3.78,0.07,6.51,2.2,1.58,1.94,0.03,0.0,1.94,17.1,0.07,1.09,1.97,0.0,0.53,102.0,0.72,7.83,56.3,2200000.0
174,Nahitan Nandez,MFDF,cagliari,it Serie A,24,32,2737,0.07,0.07,0.13,0.08,0.12,43.8,0.07,-0.01,75.5,2.43,0.03,6.22,0.86,2.83,2.4,0.23,0.03,1.94,20.6,0.13,0.95,1.61,0.0,1.25,114.8,1.41,7.3,42.7,24200000.0
175,Carlos Soler,MF,valencia,es La Liga,23,32,2735,0.36,0.26,0.63,0.31,0.15,31.0,0.09,0.05,81.5,4.14,0.13,5.82,2.8,0.86,2.43,0.13,0.0,1.25,12.7,0.36,0.69,1.81,0.0,0.76,131.1,0.72,7.8,44.7,44000000.0
176,Stefan de Vrij,DF,inter,it Serie A,28,32,2734,0.03,0.0,0.03,0.05,0.01,36.4,0.12,-0.01,94.6,2.34,0.07,4.51,1.12,0.07,0.49,0.0,0.03,1.02,7.34,0.63,1.32,4.11,0.0,0.2,173.9,0.03,8.29,69.5,55000000.0
177,Luka Modric,MF,real madrid,es La Liga,34,35,2733,0.16,0.1,0.26,0.09,0.13,33.3,0.06,0.07,86.9,7.2,0.36,10.4,3.82,1.64,3.13,0.2,0.07,1.32,12.3,0.1,1.74,0.56,0.0,1.84,151.5,1.28,7.53,51.1,11000000.0
178,Florian Thauvin,FWMF,marseille,fr Ligue 1,27,36,2732,0.26,0.26,0.53,0.32,0.3,27.5,0.12,-0.06,70.6,4.51,0.23,6.55,2.66,3.42,3.19,0.07,0.0,1.64,14.0,0.1,0.53,0.36,0.0,1.94,143.4,2.2,5.3,38.1,18700000.0
179,Joachim Andersen,DF,fulham,eng Premier League,24,31,2730,0.03,0.03,0.07,0.04,0.02,23.1,0.08,-0.0,83.4,3.27,0.03,5.38,3.17,0.13,0.86,0.0,0.03,1.35,6.47,0.53,1.68,7.69,0.03,0.23,140.7,0.2,11.1,74.7,24200000.0
180,Nicolas Hofler,MF,freiburg,de Bundesliga,30,31,2729,0.03,0.1,0.13,0.05,0.05,42.1,0.08,-0.02,84.4,3.53,0.07,8.55,0.69,0.36,1.55,0.03,0.07,2.51,18.9,0.33,1.75,1.62,0.07,1.32,94.4,0.46,11.7,61.5,2750000.0
181,Nemanja Maksimovic,MF,getafe,es La Liga,25,35,2728,0.03,0.0,0.03,0.06,0.04,25.0,0.12,-0.03,77.0,1.75,0.0,4.29,0.56,0.59,1.32,0.03,0.07,1.85,20.5,0.36,1.65,2.67,0.03,0.43,39.4,0.63,8.78,49.1,16500000.0
