,,,,,,Tack,Pres,Bloc,,,
Player,Pos,Squad,Comp,Age,90s,Tkl,Press,Sh,Int,Clr,Err
,,,,,,,,,,,
José Fonte\Jose-Fonte,DF,Lille,fr Ligue 1,36,35.4,1.38,5.48,0.88,0.96,5.06,0.03
Fernando Forestieri\Fernando-Forestieri,FWMF,Udinese,it Serie A,30,6.1,1.97,19.2,0.00,0.16,0.33,0.00
Pablo Fornals\Pablo-Fornals,FWMF,West Ham,eng Premier League,24,28.6,1.54,20.2,0.03,1.15,0.31,0.03
Emil Forsberg\Emil-Forsberg,FWMF,RB Leipzig,de Bundesliga,28,17.1,0.82,19.1,0.06,0.41,0.18,0.00
Fraser Forster\Fraser-Forster,GK,Southampton,eng Premier League,32,8.0,0.00,0.38,0.00,0.00,0.50,0.00
Philipp Förster\Philipp-Forster,FWMF,Stuttgart,de Bundesliga,25,16.8,1.79,17.3,0.12,0.95,0.36,0.00
Steven Fortes\Steven-Fortes,DF,Lens,fr Ligue 1,28,15.9,2.39,11.0,0.50,1.76,5.47,0.00
Yassin Fortune\Yassin-Fortune,FW,Angers,fr Ligue 1,21,0.2,0.00,40.0,0.00,0.00,0.00,0.00
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,DF,Manchester Utd,eng Premier League,22,0.9,3.33,7.78,0.00,1.11,1.11,0.00
Timothy Fosu-Mensah\Timothy-Fosu-Mensah,DF,Leverkusen,de Bundesliga,22,4.5,2.00,8.44,0.22,1.33,1.33,0.00
Daam Foulon\Daam-Foulon,DF,Benevento,it Serie A,21,11.3,2.04,12.1,0.27,0.62,2.65,0.00
Dimitri Foulquier\Dimitri-Foulquier,DF,Granada,es La Liga,27,29.6,1.49,11.1,0.20,1.08,2.74,0.03
Juan Foyth\Juan-Foyth,DFMF,Villarreal,es La Liga,22,13.0,3.23,15.2,0.62,1.46,2.38,0.08
Gianluca Frabotta\Gianluca-Frabotta,DF,Juventus,it Serie A,21,7.7,0.91,12.7,0.26,1.56,2.21,0.00
Raphael Framberger\Raphael-Framberger,DF,Augsburg,de Bundesliga,24,17.1,2.40,12.2,0.35,1.58,3.74,0.06
Tyrese Francois\Tyrese-Francois,DF,Fulham,eng Premier League,20,0.2,0.00,10.0,0.00,0.00,0.00,0.00
Ryan Fraser\Ryan-Fraser,FWMF,Newcastle Utd,eng Premier League,26,10.3,0.39,11.1,0.00,0.29,0.29,0.00
Fred\Fred,MF,Manchester Utd,eng Premier League,27,26.6,3.31,24.0,0.34,1.77,1.24,0.00
Ryan Fredericks\Ryan-Fredericks,DFFW,West Ham,eng Premier League,27,6.3,2.06,10.3,0.32,1.27,3.49,0.00
Remo Freuler\Remo-Freuler,MF,Atalanta,it Serie A,28,30.1,2.46,21.2,0.13,1.66,1.30,0.00
Marco Friedl\Marco-Friedl,DF,Werder Bremen,de Bundesliga,22,30.9,2.17,11.1,0.61,2.01,4.69,0.03
Marvin Friedrich\Marvin-Friedrich,DF,Union Berlin,de Bundesliga,24,34.0,1.79,11.3,0.62,1.29,3.97,0.00
Jeremie Frimpong\Jeremie-Frimpong,DFFW,Leverkusen,de Bundesliga,19,4.8,1.46,17.1,0.00,0.63,1.88,0.00
Jorge de Frutos\Jorge-de-Frutos,MFFW,Levante,es La Liga,23,24.3,2.10,19.2,0.12,0.99,0.86,0.04
Christian Fuchs\Christian-Fuchs,DF,Leicester City,eng Premier League,34,7.8,1.92,11.2,0.51,1.54,3.97,0.00
Angelo Fulgini\Angelo-Fulgini,MF,Angers,fr Ligue 1,23,30.3,0.92,11.6,0.10,0.50,0.26,0.00
Niclas Füllkrug\Niclas-Fullkrug,FWMF,Werder Bremen,de Bundesliga,27,9.7,0.82,20.2,0.62,0.41,1.13,0.00
Ramiro Funes Mori\Ramiro-Funes-Mori,DF,Villarreal,es La Liga,29,8.1,1.36,6.91,0.74,1.73,6.42,0.00
Darnell Furlong\Darnell-Furlong,DF,West Brom,eng Premier League,24,32.6,1.50,8.90,0.49,0.86,3.68,0.03
Daniel Fuzato\Daniel-Fuzato,GK,Roma,it Serie A,23,5.0,0.00,0.00,0.00,0.00,0.00,0.00
Baptiste Gabard\Baptiste-Gabard,MF,Saint-Étienne,fr Ligue 1,20,1.5,2.67,29.3,0.67,0.00,0.00,0.67
Matteo Gabbia\Matteo-Gabbia,DF,Milan,it Serie A,20,6.2,0.97,10.0,1.29,0.81,4.19,0.00
Manolo Gabbiadini\Manolo-Gabbiadini,FW,Sampdoria,it Serie A,28,9.7,0.31,11.5,0.10,0.31,0.62,0.00
Mijat Gaćinović\Mijat-Gacinovic,DFMF,Hoffenheim,de Bundesliga,25,9.1,1.98,16.5,0.11,1.87,1.76,0.00
Roberto Gagliardini\Roberto-Gagliardini,MF,Inter,it Serie A,26,13.7,2.12,17.2,0.22,1.09,1.17,0.00
Riccardo Gagliolo\Riccardo-Gagliolo,DF,Parma,it Serie A,30,21.7,2.67,11.3,0.37,1.38,2.81,0.00
Adolfo Gaich\Adolfo-Gaich,FW,Benevento,it Serie A,21,8.5,1.18,23.9,0.00,0.59,0.47,0.00
Andrey Galabinov\Andrey-Galabinov,FW,Spezia,it Serie A,31,4.8,0.21,12.1,0.00,0.00,0.83,0.00
Javi Galán\Javi-Galan,DF,Huesca,es La Liga,25,34.1,3.20,16.3,0.12,0.82,1.64,0.00
Conor Gallagher\Conor-Gallagher,MF,West Brom,eng Premier League,20,28.1,2.92,25.2,0.28,1.39,1.07,0.04
Enric Gallego\Enric-Gallego,FW,Osasuna,es La Liga,33,9.0,1.00,19.4,0.00,0.11,0.78,0.00
Kévin Gameiro\Kevin-Gameiro,FW,Valencia,es La Liga,33,12.0,0.58,15.3,0.08,0.00,0.08,0.00
Idrissa Gana Gueye\Idrissa-Gana-Gueye,MF,Paris S-G,fr Ligue 1,30,17.6,3.92,22.4,0.40,1.42,0.91,0.00
Ignatius Ganago\Ignatius-Ganago,FW,Lens,fr Ligue 1,21,14.5,0.21,10.8,0.14,0.69,0.28,0.00
Aleix García\Aleix-Garcia,MF,Eibar,es La Liga,23,4.9,1.22,15.3,0.00,0.82,0.61,0.00
Borja García\Borja-Garcia,MFFW,Huesca,es La Liga,29,12.4,1.21,9.27,0.00,0.81,0.48,0.00
Dani García\Dani-Garcia,MF,Athletic Club,es La Liga,30,21.3,1.60,13.2,0.33,1.36,2.63,0.00
David García\David-Garcia,DF,Osasuna,es La Liga,26,35.0,1.17,8.63,0.57,1.51,7.63,0.00
Eric García\Eric-Garcia,DF,Manchester City,eng Premier League,19,4.3,2.33,11.4,0.23,1.16,2.79,0.00
Manu García\Manu-Garcia,MF,Alavés,es La Liga,34,12.5,2.08,20.0,0.24,1.04,2.40,0.00
Raúl García\Raul-Garcia,DFMF,Valladolid,es La Liga,31,5.6,1.61,11.8,0.18,0.89,3.21,0.00
Raúl García\Raul-Garcia,FWMF,Athletic Club,es La Liga,34,19.4,1.91,19.3,0.15,0.52,0.93,0.00
Rubén García\Ruben-Garcia,MFFW,Osasuna,es La Liga,27,30.2,1.66,14.0,0.10,0.89,0.93,0.00
Sergi García\Sergi-Garcia,MF,Alavés,es La Liga,21,0.2,5.00,15.0,0.00,0.00,0.00,0.00
Unai García\Unai-Garcia,DF,Osasuna,es La Liga,28,13.8,1.96,7.75,0.58,1.23,3.99,0.00
Mario Gaspar\Mario-Gaspar,DF,Villarreal,es La Liga,29,20.6,2.48,14.2,0.19,1.26,3.45,0.00
Manuel Gasparini\Manuel-Gasparini,GK,Udinese,it Serie A,18,0.0,0,0,0,0,0,0
Dwight Gayle\Dwight-Gayle,FWMF,Newcastle Utd,eng Premier League,29,5.7,1.05,15.8,0.35,0.18,0.00,0.00
Paulo Gazzaniga\Paulo-Gazzaniga,GK,Elche,es La Liga,28,8.0,0.00,0.13,0.00,0.00,0.00,0.00
Jean-Philippe Gbamin\Jean-Philippe-Gbamin,MF,Everton,eng Premier League,24,0.1,10.0,40.0,0.00,0.00,10.0,0.00
Yann Gboho\Yann-Gboho,MFFW,Rennes,fr Ligue 1,19,3.4,1.76,20.3,0.00,0.29,0.59,0.29
David de Gea\David-de-Gea,GK,Manchester Utd,eng Premier League,29,25.5,0.00,0.00,0.00,0.00,0.04,0.00
Christian Gebauer\Christian-Gebauer,MFFW,Arminia,de Bundesliga,26,7.6,1.58,18.7,0.13,1.05,2.50,0.00
Theodor Gebre Selassie\Theodor-Gebre-Selassie,DF,Werder Bremen,de Bundesliga,33,33.7,2.11,14.5,0.39,1.81,3.62,0.03
Emrehan Gedikli\Emrehan-Gedikli,FW,Leverkusen,de Bundesliga,17,0.3,0.00,16.7,0.00,0.00,0.00,0.00
Dennis Geiger\Dennis-Geiger,MF,Hoffenheim,de Bundesliga,22,7.3,2.47,19.9,0.00,0.68,0.14,0.00
Christian Gentner\Christian-Gentner,MF,Union Berlin,de Bundesliga,34,11.5,1.83,18.5,0.26,1.13,2.26,0.00
Yannick Gerhardt\Yannick-Gerhardt,MFFW,Wolfsburg,de Bundesliga,26,21.5,2.74,25.9,0.09,0.79,1.49,0.00
Valère Germain\Valere-Germain,FW,Marseille,fr Ligue 1,30,9.5,1.05,15.8,0.21,0.95,2.42,0.00
Gervinho\Gervinho,FW,Parma,it Serie A,33,22.5,0.27,8.80,0.09,0.58,0.13,0.00
Willem Geubbels\Willem-Geubbels,FWMF,Monaco,fr Ligue 1,18,3.3,3.94,27.3,0.00,1.21,1.52,0.00
Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,FWMF,Stuttgart,de Bundesliga,29,0.5,0.00,18.0,0.00,0.00,0.00,0.00
Anwar El Ghazi\Anwar-El-Ghazi,FW,Aston Villa,eng Premier League,25,17.9,0.89,12.2,0.00,0.56,0.67,0.00
Paolo Ghiglione\Paolo-Ghiglione,DFMF,Genoa,it Serie A,23,15.1,1.99,12.6,0.13,1.06,2.05,0.00
Faouzi Ghoulam\Faouzi-Ghoulam,DFFW,Napoli,it Serie A,29,3.2,1.25,10.0,0.94,0.63,0.94,0.00
Kieran Gibbs\Kieran-Gibbs,DF,West Brom,eng Premier League,30,9.0,1.56,8.89,0.67,1.56,3.67,0.00
Morgan Gibbs-White\Morgan-Gibbs-White,MFFW,Wolves,eng Premier League,20,4.6,1.52,23.7,0.00,0.87,0.22,0.00
Niko Gießelmann\Niko-Giesselmann,DF,Union Berlin,de Bundesliga,28,4.8,3.75,16.3,0.42,1.67,3.75,0.21
Rafał Gikiewicz\Rafal-Gikiewicz,GK,Augsburg,de Bundesliga,32,34.0,0.00,0.21,0.00,0.00,0.00,0.03
David Gil\David-Gil,GK,Cádiz,es La Liga,26,4.0,0.00,0.25,0.00,0.00,0.00,0.00
Billy Gilmour\Billy-Gilmour,MF,Chelsea,eng Premier League,19,2.9,1.03,23.4,0.69,1.72,0.34,0.00
Álvaro Giménez\Alvaro-Gimenez,FWMF,Cádiz,es La Liga,29,4.5,0.67,13.1,0.00,0.67,0.00,0.00
Daniel Ginczek\Daniel-Ginczek,FWMF,Wolfsburg,de Bundesliga,29,2.4,1.67,27.5,0.00,0.00,1.67,0.00
Matthias Ginter\Matthias-Ginter,DF,M'Gladbach,de Bundesliga,26,34.0,0.88,5.24,0.94,1.15,5.38,0.00
Andrei Girotto\Andrei-Girotto,DFMF,Nantes,fr Ligue 1,28,29.6,2.80,11.9,0.71,1.01,4.93,0.00
Olivier Giroud\Olivier-Giroud,FW,Chelsea,eng Premier League,33,8.3,0.96,15.9,0.12,0.48,1.20,0.00
Robert Glatzel\Robert-Glatzel,FW,Mainz 05,de Bundesliga,26,4.0,0.75,23.5,0.00,0.50,0.75,0.00
Kamil Glik\Kamil-Glik,DF,Benevento,it Serie A,32,35.6,1.63,8.57,1.04,1.10,6.18,0.03
Serge Gnabry\Serge-Gnabry,FWMF,Bayern Munich,de Bundesliga,25,18.3,2.02,16.3,0.05,1.26,0.11,0.00
Ben Godfrey\Ben-Godfrey,DF,Everton,eng Premier League,22,29.8,1.88,12.4,1.31,1.51,4.53,0.00
Diego Godín\Diego-Godin,DF,Cagliari,it Serie A,34,27.9,2.22,9.89,0.75,1.58,6.59,0.04
Akaki Gogia\Akaki-Gogia,FWMF,Union Berlin,de Bundesliga,28,1.6,1.25,12.5,0.00,0.00,0.63,0.00
Amer Gojak\Amer-Gojak,MFFW,Torino,it Serie A,23,5.3,0.94,14.9,0.00,0.75,0.75,0.00
Edoardo Goldaniga\Edoardo-Goldaniga,DF,Genoa,it Serie A,26,20.6,1.65,10.1,0.34,1.41,4.47,0.10
Vladimir Golemić\Vladimir-Golemic,DF,Crotone,it Serie A,29,26.0,1.31,11.1,1.08,1.04,4.88,0.04
Pierluigi Gollini\Pierluigi-Gollini,GK,Atalanta,it Serie A,25,24.0,0.00,0.17,0.00,0.04,0.04,0.00
Aleksandr Golovin\Aleksandr-Golovin,MFFW,Monaco,fr Ligue 1,24,11.9,2.18,26.2,0.00,1.43,0.34,0.00
Tomislav Gomelt\Tomislav-Gomelt,MF,Crotone,it Serie A,25,0.2,10.0,40.0,0.00,0.00,0.00,0.00
André Gomes\Andre-Gomes,MF,Everton,eng Premier League,27,17.4,2.76,21.2,0.06,0.86,0.52,0.00
Dani Gómez\Dani-Gomez,FW,Levante,es La Liga,22,18.5,0.32,15.4,0.05,0.16,0.16,0.00
Ibai Gómez\Ibai-Gomez,MF,Athletic Club,es La Liga,30,4.7,0.85,15.7,0.00,0.43,0.64,0.00
Joe Gomez\Joe-Gomez,DF,Liverpool,eng Premier League,23,6.6,0.76,5.91,0.45,0.76,4.85,0.30
Maxi Gómez\Maxi-Gomez,FW,Valencia,es La Liga,23,29.9,0.37,8.36,0.13,0.07,1.00,0.00
Moi Gómez\Moi-Gomez,MFFW,Villarreal,es La Liga,26,28.5,0.84,13.1,0.11,0.74,0.60,0.00
Papu Gómez\Papu-Gomez,FWMF,Atalanta,it Serie A,32,7.4,0.68,11.6,0.14,0.41,0.14,0.00
Papu Gómez\Papu-Gomez,MFFW,Sevilla,es La Liga,32,10.2,1.27,15.0,0.10,1.86,0.59,0.00
Sergi Gómez\Sergi-Gomez,DF,Sevilla,es La Liga,28,8.0,0.75,6.38,0.38,0.38,4.25,0.00
Sergio Gómez\Sergio-Gomez,MFFW,Huesca,es La Liga,19,8.8,3.18,18.4,0.00,2.05,0.45,0.00
Alfred Gomis\Alfred-Gomis,GK,Dijon,fr Ligue 1,26,5.0,0.00,0.60,0.00,0.00,0.20,0.00
Alfred Gomis\Alfred-Gomis,GK,Rennes,fr Ligue 1,26,22.0,0.00,0.05,0.00,0.00,0.05,0.00
Maxime Gonalons\Maxime-Gonalons,MF,Granada,es La Liga,31,16.4,3.96,19.2,0.00,1.46,1.16,0.00
Vagner Gonçalves\Vagner-Goncalves,FWMF,Metz,fr Ligue 1,24,10.7,1.31,16.1,0.00,0.37,0.56,0.00
Álvaro González\Alvaro-Gonzalez,DF,Marseille,fr Ligue 1,30,31.5,1.21,5.78,0.57,0.98,4.54,0.00
Bruno González\Bruno-Gonzalez,DF,Valladolid,es La Liga,30,25.1,1.27,9.92,0.68,1.16,5.86,0.12
Diego González\Diego-Gonzalez,DF,Elche,es La Liga,25,14.2,1.13,9.15,0.77,1.06,5.85,0.14
Nicolás González\Nicolas-Gonzalez,FWDF,Stuttgart,de Bundesliga,22,10.4,0.48,11.4,0.38,0.29,0.67,0.00
Sergio González\Sergio-Gonzalez,MFDF,Cádiz,es La Liga,23,1.0,0.00,18.0,0.00,2.00,2.00,0.00
Urko González\Urko-Gonzalez,MF,Real Sociedad,es La Liga,19,0.5,0.00,20.0,2.00,0.00,2.00,0.00
Anthony Gordon\Anthony-Gordon,FWMF,Everton,eng Premier League,19,1.0,3.00,18.0,0.00,1.00,1.00,0.00
Leon Goretzka\Leon-Goretzka,MF,Bayern Munich,de Bundesliga,25,18.9,2.49,16.2,0.11,2.59,1.01,0.00
Andoni Gorosabel\Andoni-Gorosabel,DF,Real Sociedad,es La Liga,23,26.5,2.64,13.4,0.08,0.98,2.04,0.00
Robin Gosens\Robin-Gosens,DF,Atalanta,it Serie A,26,28.0,2.00,13.1,0.29,1.54,1.43,0.04
Amine Gouiri\Amine-Gouiri,FWMF,Nice,fr Ligue 1,20,30.5,1.11,11.7,0.16,0.52,0.49,0.00
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,DF,Augsburg,de Bundesliga,29,31.5,1.24,8.54,0.63,1.62,6.98,0.10
Jonathan Gradit\Jonathan-Gradit,DF,Lens,fr Ligue 1,27,31.4,2.01,10.0,0.61,1.53,3.95,0.00
Karlan Grant\Karlan-Grant,FWMF,West Brom,eng Premier League,22,12.5,0.48,13.4,0.00,0.88,1.04,0.00
Alberto Grassi\Alberto-Grassi,MFDF,Parma,it Serie A,25,13.1,1.83,17.0,0.69,1.68,2.44,0.00
Andrew Gravillon\Andrew-Gravillon,DF,Lorient,fr Ligue 1,22,25.2,1.47,7.58,1.51,1.98,6.75,0.00
Demarai Gray\Demarai-Gray,FW,Leicester City,eng Premier League,24,0.2,10.0,15.0,0.00,0.00,0.00,0.00
Demarai Gray\Demarai-Gray,FW,Leverkusen,de Bundesliga,24,4.9,0.61,8.78,0.00,0.41,1.43,0.00
Adrian Grbić\Adrian-Grbic,FW,Lorient,fr Ligue 1,23,10.7,0.84,13.5,0.00,0.19,0.75,0.00
Jack Grealish\Jack-Grealish,FWMF,Aston Villa,eng Premier League,24,24.3,1.11,13.0,0.12,0.53,0.25,0.04
Etienne Green\Etienne-Green,GK,Saint-Étienne,fr Ligue 1,20,8.0,0.00,0.38,0.00,0.00,0.00,0.00
Mason Greenwood\Mason-Greenwood,FW,Manchester Utd,eng Premier League,18,20.2,0.94,13.0,0.00,0.45,0.15,0.00
Michael Gregoritsch\Michael-Gregoritsch,FWMF,Augsburg,de Bundesliga,26,9.3,1.51,19.6,0.11,0.11,1.51,0.00
Clément Grenier\Clement-Grenier,MF,Rennes,fr Ligue 1,29,12.0,1.17,16.8,0.00,0.92,0.33,0.00
Sebastian Griesbeck\Sebastian-Griesbeck,MF,Union Berlin,de Bundesliga,29,9.9,2.53,19.5,0.30,0.51,1.11,0.00
Antoine Griezmann\Antoine-Griezmann,FWMF,Barcelona,es La Liga,29,28.9,1.35,14.6,0.14,0.45,0.48,0.00
Vincenzo Grifo\Vincenzo-Grifo,MFFW,Freiburg,de Bundesliga,27,25.7,0.82,10.2,0.04,1.01,0.70,0.04
Lennart Grill\Lennart-Grill,GK,Leverkusen,de Bundesliga,21,4.0,0.00,0.25,0.00,0.00,0.00,0.00
Florian Grillitsch\Florian-Grillitsch,MFDF,Hoffenheim,de Bundesliga,24,20.9,1.82,16.1,0.38,2.25,2.58,0.00
Christian Groß\Christian-Gross,MFDF,Werder Bremen,de Bundesliga,31,16.3,2.94,19.6,0.12,1.84,3.19,0.00
Pascal Groß\Pascal-Gross,MFDF,Brighton,eng Premier League,29,27.6,1.59,15.6,0.18,0.91,0.87,0.00
Kamil Grosicki\Kamil-Grosicki,FWMF,West Brom,eng Premier League,32,1.6,0.63,13.8,0.00,0.00,1.25,0.00
Ilia Gruev\Ilia-Gruev,FW,Werder Bremen,de Bundesliga,20,0.0,0,1,0,0,0,0
Carlos Gruezo\Carlos-Gruezo,MF,Augsburg,de Bundesliga,25,23.2,3.23,20.0,0.22,1.55,1.25,0.04
Vicente Guaita\Vicente-Guaita,GK,Crystal Palace,eng Premier League,33,37.0,0.00,0.11,0.00,0.00,0.03,0.00
Andrés Guardado\Andres-Guardado,MF,Betis,es La Liga,33,14.6,1.99,13.8,0.27,1.51,1.58,0.07
Sergi Guardiola\Sergi-Guardiola,FW,Valladolid,es La Liga,29,19.9,0.55,21.0,0.10,0.45,0.80,0.05
Nemanja Gudelj\Nemanja-Gudelj,MFDF,Sevilla,es La Liga,28,11.6,2.33,13.8,0.60,1.21,3.45,0.17
Gonçalo Guedes\Goncalo-Guedes,MFFW,Valencia,es La Liga,23,25.4,1.02,13.2,0.04,0.75,0.20,0.00
Mattéo Guendouzi\Matteo-Guendouzi,MF,Hertha BSC,de Bundesliga,21,20.2,1.34,13.4,0.25,1.09,1.14,0.05
Raphaël Guerreiro\Raphael-Guerreiro,DF,Dortmund,de Bundesliga,26,24.6,1.26,7.72,0.16,1.34,1.46,0.04
Evann Guessand\Evann-Guessand,FW,Nice,fr Ligue 1,19,0.3,0.00,60.0,0.00,3.33,6.67,0.00
Kelyan Guessoum\Kelyan-Guessoum,DF,Nîmes,fr Ligue 1,21,12.5,1.36,7.04,0.56,1.76,5.76,0.00
Ander Guevara\Ander-Guevara,MF,Real Sociedad,es La Liga,23,23.1,1.95,16.9,0.22,1.00,1.99,0.04
Lamine Gueye\Lamine-Gueye,FWMF,Metz,fr Ligue 1,22,16.2,1.23,11.9,0.12,0.99,0.25,0.00
Pape Gueye\Pape-Gueye,MF,Marseille,fr Ligue 1,21,22.9,2.62,16.9,0.39,1.88,1.79,0.04
John Guidetti\John-Guidetti,FWMF,Alavés,es La Liga,28,2.3,0.87,20.4,0.00,0.00,0.43,0.00
Josuha Guilavogui\Josuha-Guilavogui,MFDF,Wolfsburg,de Bundesliga,29,8.3,2.77,13.0,0.84,2.53,4.34,0.00
Frederic Guilbert\Frederic-Guilbert,DF,Strasbourg,fr Ligue 1,25,12.4,2.98,19.0,0.24,2.90,2.74,0.00
Hugo Guillamón\Hugo-Guillamon,DF,Valencia,es La Liga,20,22.1,1.09,7.19,0.68,1.04,6.74,0.18
Bruno Guimarães\Bruno-Guimaraes,MF,Lyon,fr Ligue 1,22,19.5,4.36,22.4,0.31,0.97,0.87,0.00
Sehrou Guirassy\Sehrou-Guirassy,FW,Rennes,fr Ligue 1,24,19.6,0.26,11.0,0.36,0.26,0.71,0.00
Péter Gulácsi\Peter-Gulacsi,GK,RB Leipzig,de Bundesliga,30,33.0,0.00,0.06,0.00,0.00,0.00,0.00
Manuel Gulde\Manuel-Gulde,DF,Freiburg,de Bundesliga,29,21.7,1.01,7.88,0.60,1.38,4.01,0.00
Robert Gumny\Robert-Gumny,DF,Augsburg,de Bundesliga,22,15.3,1.24,13.0,0.26,1.83,1.83,0.00
İlkay Gündoğan\Ilkay-Gundogan,MF,Manchester City,eng Premier League,29,22.5,1.11,9.56,0.18,0.84,0.62,0.00
Christian Günter\Christian-Gunter,DF,Freiburg,de Bundesliga,27,34.0,1.41,11.5,0.21,0.88,1.29,0.00
Koray Günter\Koray-Gunter,DF,Hellas Verona,it Serie A,25,19.6,1.63,9.85,1.53,2.45,7.14,0.05
Jon Guridi\Jon-Guridi,MF,Real Sociedad,es La Liga,25,9.2,2.07,17.3,0.11,0.98,0.87,0.00
Malo Gusto\Malo-Gusto,DFMF,Lyon,fr Ligue 1,17,0.0,0,1,0,0,0,0
Raúl Guti\Raul-Guti,MF,Elche,es La Liga,23,31.8,1.26,13.1,0.06,1.35,0.94,0.00
Marcos Mauro López Gutiérrez\Marcos-Mauro-Lopez-Gutierrez,DF,Cádiz,es La Liga,29,20.3,1.23,6.50,0.69,0.94,4.38,0.00
Miguel Gutiérrez\Miguel-Gutierrez,DF,Real Madrid,es La Liga,19,3.5,1.14,18.3,0.29,1.71,2.57,0.00
Emmanuel Gyasi\Emmanuel-Gyasi,FW,Spezia,it Serie A,26,31.7,1.01,12.8,0.09,0.73,0.19,0.00
Erling Haaland\Erling-Haaland,FW,Dortmund,de Bundesliga,20,26.7,0.26,12.0,0.34,0.19,0.56,0.00
Janik Haberer\Janik-Haberer,MFFW,Freiburg,de Bundesliga,26,5.4,1.67,27.8,0.37,0.74,1.67,0.00
Alexander Hack\Alexander-Hack,DF,Mainz 05,de Bundesliga,26,15.2,2.83,8.82,1.32,1.97,8.03,0.13
Antwoine Hackford\Antwoine-Hackford,FWDF,Sheffield Utd,eng Premier League,16,0.1,0.00,30.0,0.00,0.00,0.00,0.00
Munir El Haddadi\Munir-El-Haddadi,FW,Sevilla,es La Liga,24,9.4,1.17,17.0,0.00,0.32,0.53,0.00
André Hahn\Andre-Hahn,FWMF,Augsburg,de Bundesliga,29,22.6,1.95,22.6,0.18,0.80,1.15,0.00
Amadou Haidara\Amadou-Haidara,MFDF,RB Leipzig,de Bundesliga,22,21.2,2.74,18.7,0.09,1.42,1.27,0.00
Massadio Haïdara\Massadio-Haidara,DF,Lens,fr Ligue 1,27,23.7,2.45,15.7,0.25,1.35,3.08,0.08
Achraf Hakimi\Achraf-Hakimi,DF,Inter,it Serie A,21,29.6,1.72,16.9,0.03,0.84,0.95,0.00
Sébastien Haller\Sebastien-Haller,FW,West Ham,eng Premier League,26,10.4,1.06,19.1,0.10,0.48,0.67,0.00
Marcel Halstenberg\Marcel-Halstenberg,DF,RB Leipzig,de Bundesliga,28,18.3,2.13,10.3,0.16,0.93,2.90,0.05
Pierre-Yves Hamel\Pierre-Yves-Hamel,FW,Lorient,fr Ligue 1,26,9.4,2.13,17.6,0.11,0.74,0.74,0.00
Romain Hamouma\Romain-Hamouma,FW,Saint-Étienne,fr Ligue 1,33,19.7,0.81,17.5,0.15,0.30,0.41,0.00
Samir Handanović\Samir-Handanovic,GK,Inter,it Serie A,36,36.0,0.00,0.08,0.00,0.00,0.00,0.06
Lukáš Haraslín\Lukas-Haraslin,FWMF,Sassuolo,it Serie A,24,3.7,2.70,15.7,0.00,0.54,1.08,0.00
Amine Harit\Amine-Harit,MFFW,Schalke 04,de Bundesliga,23,23.3,1.03,15.3,0.09,0.99,0.43,0.00
Rekeem Harper\Rekeem-Harper,MF,West Brom,eng Premier League,20,0.4,5.00,25.0,0.00,0.00,0.00,0.00
Jack Harrison\Jack-Harrison,MF,Leeds United,eng Premier League,23,31.6,2.12,20.0,0.09,0.79,0.82,0.00
Marcel Hartel\Marcel-Hartel,MF,Arminia,de Bundesliga,24,18.7,1.87,17.8,0.27,0.86,0.75,0.00
Makoto Hasebe\Makoto-Hasebe,DFMF,Eint Frankfurt,de Bundesliga,36,25.4,2.17,13.6,0.59,1.30,2.87,0.00
Hans Hateboer\Hans-Hateboer,DF,Atalanta,it Serie A,26,19.6,1.38,10.6,0.05,0.71,0.71,0.00
Kortney Hause\Kortney-Hause,DF,Aston Villa,eng Premier League,25,7.0,0.71,5.57,0.57,1.71,9.29,0.00
Kai Havertz\Kai-Havertz,MFFW,Chelsea,eng Premier League,21,16.9,1.12,15.4,0.12,0.65,0.89,0.06
Isaac Hayden\Isaac-Hayden,MFDF,Newcastle Utd,eng Premier League,25,21.6,2.31,18.8,0.37,2.13,2.64,0.05
Eden Hazard\Eden-Hazard,FWMF,Real Madrid,es La Liga,29,5.9,0.17,5.76,0.17,0.68,0.17,0.00
Thorgan Hazard\Thorgan-Hazard,FWMF,Dortmund,de Bundesliga,27,7.3,0.96,19.7,0.00,1.37,0.41,0.00
Jonas Hector\Jonas-Hector,MF,Köln,de Bundesliga,30,14.3,1.96,19.3,0.35,1.33,1.68,0.21
Michael Hector\Michael-Hector,DF,Fulham,eng Premier League,28,2.9,2.41,9.66,1.03,0.00,3.79,0.00
Hwang Hee-chan\Hwang-Hee-chan,FWMF,RB Leipzig,de Bundesliga,24,5.1,1.37,26.9,0.00,0.59,0.59,0.00
Ahmed Hegazi\Ahmed-Hegazi,DF,West Brom,eng Premier League,29,1.0,0.00,10.0,0.00,0.00,11.0,0.00
Dominique Heintz\Dominique-Heintz,DF,Freiburg,de Bundesliga,26,15.2,1.91,10.1,0.79,1.38,4.01,0.00
Dean Henderson\Dean-Henderson,GK,Manchester Utd,eng Premier League,23,12.5,0.00,0.32,0.00,0.00,0.00,0.00
Jordan Henderson\Jordan-Henderson,MFDF,Liverpool,eng Premier League,30,18.9,1.01,9.79,0.21,1.59,2.28,0.05
